"Plant","Bench","Row","Column","Osmocote","Salt","Treatment","Accession","Group","Cross","Chlorophyll","Tot_AG","Tot_BG","Tot_Biomass","Reproductive","SampleDay","MEbisque4","MEcoral3","MEmaroon","MEdarkgreen","MEdarkmagenta","MEdarkseagreen3","MElightcyan","MEyellowgreen","MEivory","MEsaddlebrown","MEskyblue2","MEantiquewhite2","MEskyblue4","MEorangered4","MEwhite","MEdarkviolet","MEsalmon","MEthistle1","MEblue2","MElightcyan1","MEdarkgrey","MEindianred4","MEmagenta4","MEorangered3","MElightcoral","MEsienna3","MEcoral","MEturquoise","MEcyan","MEfirebrick4","MEtan","MEplum2","MEyellow4","MEplum1","MEskyblue1","MEdarkolivegreen4","MEplum","MEbrown2","MElavenderblush3","MElightsteelblue","MElightgreen","MEmidnightblue","MEorange","MEnavajowhite1","MEthistle2","MEpink","MEbrown4","MEsalmon2","MEgreenyellow","MEhoneydew1","MEhoneydew","MEantiquewhite4","MElightpink3","MEroyalblue","MEcoral2","MEviolet","MEmediumorchid","MEdarkturquoise","MElightyellow","MEdarkred","MEmediumpurple3","MEpaleturquoise","MEyellow","MEgreen","MEnavajowhite2","MEblue","MEskyblue3","MElightsteelblue1","MEpurple","MEdarkorange2","MEthistle3","MEsteelblue","MElightpink4","MEpalevioletred3","MEmagenta","MEdarkorange","MEmediumpurple2","MEfloralwhite","MEskyblue","MEcoral1","MEdarkolivegreen","MEplum3","MEbrown","MEred","MEdarkseagreen4","MEgrey60","MEblack","MEdarkslateblue","MEgrey"
180,"3",1,"C","High","Salt","HighSalt","RHA.274","RHA",3,14.2,0.9919,NA,NA,"yes","2",-0.122354927926613,-0.201964991703296,-0.0912091962068871,0.0826000254967209,0.0761010544090226,0.0495532801614588,-0.0984693938117952,0.0430024591819807,-0.106480942915147,-0.0832814332925977,0.189144603983861,0.107407860622457,-0.0600154442538073,-0.0360399206811273,0.105968689386438,0.22080540452285,0.0243422034719359,0.245363565707303,-0.0185390417902152,-0.0706474293054374,-0.0129537211580742,0.185029984984446,0.156969365186691,0.21624824754301,0.0763050983715484,0.18972060828818,0.203103892531706,0.201102339212738,-0.0320477008803672,-0.153744017512194,0.012976789329976,0.0888037125049793,0.214585537513219,0.0757553103938429,0.0412535303462599,-0.0178768567441852,0.19108074617182,0.0946407022222209,0.179998096809672,0.0746392192509792,0.078481600523838,0.160427658840978,-0.0256857443641548,0.206000618590279,0.20773032585322,-0.0959014915499394,-0.1754071598704,-0.193423370848705,-0.174346792120852,-0.0140072004943781,0.0912120440912352,0.152355637860689,0.160234403058471,0.188065231731606,0.0742629003091233,0.0877780644343669,-0.201579361767817,-0.0986158593507588,-0.0984862533595824,-0.087074543874665,-0.00769297663733638,-0.195302526672109,-0.0944770651134902,0.168590308688012,0.0428216922067448,-0.119854137784196,0.0270506495230246,-0.170343372974665,-0.149419045979843,-0.25002030736033,-0.233584581252032,0.00760218042984592,-0.0112792389139231,-0.181227346200549,-0.157126656251273,0.107238474952288,-0.000161928706483152,-0.227463838300744,-0.175520474500908,-0.124959676013582,-0.101380462451191,0.0598339205514745,-0.0896614396253104,0.0716243685110683,-0.195424456970457,-0.0845471240070424,-0.126807907393286,-0.232030099515455,1.56915992954744e-05
181,"3",2,"C","Low","NoSalt","LowNut","RHA.274","RHA",3,11.2,3.3076,NA,NA,"yes","2",-0.139497704400768,-0.209327027539933,-0.104386907754628,0.0926786063580254,0.0928298456349124,0.0390836656960386,-0.117677611125577,0.0793559921438525,-0.107271691143643,-0.115250533475339,-0.0769770175836232,-0.117660620549007,-0.0670025942032667,-0.175556334864478,0.0221339752415654,-0.0800478962781534,-0.142960346534469,-0.0560666984469036,0.0192207501181593,0.0307499303373162,-0.0672139828398953,0.0691951875062927,0.252716157979714,0.122688558857654,-0.0194232280087568,-0.143633741877634,-0.154210399492772,0.0537552987633112,-0.168336306861978,-0.240131629875282,-0.185646631272335,-0.345293908062003,-0.268185753140847,-0.302253193494834,-0.332797900717888,-0.0437909784781018,0.183314783487818,0.114677203473531,0.191279375810456,0.0844386777134079,0.108804422608963,0.201341763553334,-0.0205403947579928,-0.054676348547,-0.0963205382879321,-0.107842453173916,-0.201841306699756,-0.207614987981608,-0.0330468254012263,-0.0108097115485801,0.0847005746043313,0.164879184747834,0.176268729856135,0.232080866372103,0.106605996974909,0.072280018725576,-0.194852957790366,-0.109835510198963,-0.0974091133535015,-0.249090394382786,-0.312468027747549,-0.208726615957446,-0.109149565511435,0.106761281983971,0.196711356198694,-0.0351432535098274,0.164050915636681,0.2385698449741,0.261423080514989,0.00978115981163232,-0.00220794254668048,0.184950816119383,0.338756420972464,0.272239518420466,0.213147686835907,0.294515455823113,0.253593105984693,-0.108191039156372,-0.0296398931845333,-0.116151575806402,-0.115288540119325,0.0602673641681043,-0.0930041175713719,0.0900821356701033,0.0192066277675003,0.15527800749677,-0.0751274793510293,-0.0366643745790642,3.52914449157322e-05
188,"3",9,"C","Low","NoSalt","LowNut","RHA.274","RHA",3,14.6,4.0614,0.9109,4.9723,"no","2",-0.133982162939561,-0.200534429964518,-0.0930344995093333,0.116350437060411,0.121871530073375,0.0597461458946971,-0.105372248821854,0.125944553536149,-0.0877014430094091,-0.110311524512993,-0.194125554034761,-0.267081675626182,-0.262999039657752,-0.229002939045447,-0.0899500496700107,-0.0547733473260017,-0.264132579169731,-0.245754401301075,-0.183740800752356,-0.129278618517708,-0.0697109998852584,-0.0135823615593743,0.0299441614751057,0.0254994213293529,-0.0503533811271361,-0.119542498277947,-0.193368237097487,0.00355377877097769,-0.224655543700451,-0.282878950265145,-0.155091904692889,-0.280309266957595,-0.231375677228221,-0.24827931052761,-0.177596163172502,-0.0176907776088063,0.191269493177943,0.110709211223458,0.181823234723165,0.104882450148288,0.115446673568409,0.227092892097089,-0.0171422158299576,-0.0890696009189744,-0.106174185338609,-0.0947386032743069,-0.19215974077825,-0.16937579776089,0.0769337890524345,-0.0209173021829815,0.0966912302245979,0.195726499122631,0.215270522955199,0.216197538105443,0.0849265190365518,0.101747411019215,-0.191918496680689,-0.103819386224172,-0.0943804281323889,-0.0212484317368919,-0.139457002134662,-0.169438503086366,-0.106184651044406,0.0606646472985565,0.17053204140157,0.0274833979890584,0.227694071718342,0.28352827304089,0.28693958397891,0.198106378809354,0.164365043129807,0.261291207234114,0.301195773254896,0.330582023715963,0.330449629906613,0.423762291109275,0.396756278588167,-0.038318065184879,0.0542809999653503,-0.0718898043651016,-0.0737552439489728,0.114960954286269,-0.0826440223064497,0.110656667467389,-0.0652255599074922,0.123221132016452,-0.138061611036132,0.0304583140608429,3.14108917414374e-05
189,"3",10,"C","Low","NoSalt","LowNut","HA.89","HA",3,15.5,3.9017,0.6302,4.5319,"yes","2",-0.0850854475926335,-0.186238900587024,-0.181217654099539,-0.211210658465759,-0.0965482207706768,-0.0297968653356612,0.12824120150879,0.129819288840013,-0.196189431912753,-0.112684380626294,-0.208235787759786,-0.315921750209173,-0.351681656889504,-0.286615668870236,-0.349921591442402,-0.290866829316241,-0.235816225615063,-0.210566764395664,-0.383824940881225,-0.233411889744433,-0.25929694106973,-0.309107839470037,-0.502501444922834,-0.322752704731691,-0.0487733817940994,0.165612512621008,-0.12520519687289,-0.149858303144885,-0.186627589319551,-0.291782909698605,-0.208438262458557,-0.108405725089087,-0.21390791774068,0.0122376885822234,0.170707132435009,-0.130068447430276,-0.0881532681348697,-0.174491568473626,-0.211434630792092,-0.0768004415307743,-0.104372836702695,-0.118105155908799,-0.0854603550314435,-0.229507400890934,-0.134897850510429,0.140312054237002,0.144521029717394,0.186234677950787,-0.0974964990564306,0.155394240994905,0.136810703257433,0.200117395653932,0.123230565480716,0.107225204889809,0.195855259679737,0.179877362947798,0.108407326700076,0.217872362438603,0.135582879105318,0.500185242395818,0.181384952550861,-0.0853045208162799,-0.0759365968713721,0.230639165359875,0.241564853715595,0.365076028719221,0.339822087342292,0.0953979390087965,-0.0879167504140646,0.260086172228531,-0.110134532451067,0.255406716274751,-0.189550662678679,0.188469640044611,0.223146614192224,0.24773055793978,0.261137582282784,0.309017709199436,0.282357257733989,0.146037591244006,0.229400979982231,0.116315982891325,-0.0988207356554196,-0.114696940476853,0.165666511048862,-0.00579683881450013,-0.216547089632611,0.0850988665676194,0.288596277418543
191,"3",12,"C","Low","NoSalt","LowNut","HA.445","HA",2,13.6,3.4069,0.744,4.1509,"no","2",0.251191870736118,0.15282426026632,0.145022742075904,0.132114411593123,0.254969825443701,-0.0399065949210605,0.120937948792048,0.142255457381696,0.135596723533764,0.260696814965489,-0.0708600894810338,-0.194906884142919,-0.203269583468612,-0.114082757958979,-0.124233170333309,-0.0338903892325904,-0.108067781651051,-0.130553582108726,-0.146668074702098,-0.0427061523233572,-0.216061865660463,-0.202963525838987,-0.130658753343886,-0.172300600297422,-0.0953750189912435,0.0502826130632122,-0.184076322834942,-0.0331212534103111,-0.188087809945324,-0.146786205080233,-0.0349631929646409,-0.186738217501651,-0.0447341368972366,-0.196861963244512,-0.000741816152744091,0.216236922651112,0.251702710611266,0.135999124366593,0.125725676867394,0.25026853289174,-0.0888966188276437,-0.0872873196425768,-0.0990253190902584,0.00594048941901769,-0.156289519578658,0.11484999052839,0.127660660844182,-0.102187953911055,-0.0568242467434192,0.0565300515667935,-0.223903794571539,-0.103236184959348,-0.214787352946861,0.138022735098343,-0.108159905134747,0.109925615248024,-0.205363428629251,-0.107946562496365,-0.205606858529178,0.0929774164869911,-0.0856418036279505,-0.069282209220656,-0.103581756481564,0.0719288316317565,0.175338303933805,0.140549798062957,0.197093037834205,-0.139497761478415,0.0236069872143644,0.0309839779579513,-0.0927480859490282,0.23734208002932,0.167665202856701,0.169165687918236,0.218150908108272,0.36472729163693,0.366192032154801,0.169633589981736,0.196419175209376,-0.196880248104277,-0.105106406293195,-0.213101777504015,-0.0810161306576009,-0.0804813696510268,-0.0192942289799104,0.212874622872713,-0.0328007127695,0.0208374629660238,0.163118521505646
192,"3",13,"C","High","NoSalt","Control","HA.445","HA",2,19.8,5.3605,1.2011,6.5616,"no","2",0.206740395593369,0.118087928418516,0.112337453290104,0.108571889827498,0.209715749814274,-0.0335845954229484,0.1112478051639,0.0797035732301528,0.111110360539277,0.210325970645637,0.19416910220313,0.161575098712474,0.114168781643999,0.117128767269106,0.141872852565473,0.00554545349792801,0.0313212879011087,0.0594278031277001,0.12821691958339,0.0168673340812385,0.0700455039653464,0.172660211324848,0.117279766289762,0.162705898662451,0.162378298176834,0.171243054858738,0.181439058433327,0.10065273546546,0.112520208578745,0.136759014451665,-0.0721293059756415,0.0537079709486325,0.0891322576915367,0.0374366838838393,-0.0390422903443432,0.187492156405547,0.208034003972568,0.114071866485359,0.115109944177652,0.233436519460505,-0.117897683129249,-0.0988462635724511,-0.126622989289145,0.142641186156613,-0.0350124204235137,0.105111721574649,0.102295415831096,-0.107334700793821,0.0642346984983992,0.0175527827222676,-0.214343438982287,-0.117659087815142,-0.220307717023431,0.106330188343278,-0.106333696035123,0.0960858068980884,-0.224973460625366,-0.116014709689387,-0.231010196512339,-0.142588987265942,-0.146165602122009,-0.124387758954205,-0.13931075636772,0.130801305247408,0.0229495782802703,-0.153773148472064,-0.102026677182355,-0.228830614868939,-0.151250752538892,-0.150335086588134,-0.14608527897495,-0.101938177969593,-0.0888334843801243,-0.115975968327583,-0.0795138095454172,-0.0493165372264834,-0.0349747513765753,-0.141990998598507,-0.130434515523997,-0.237283103173732,-0.122297829092608,-0.229649012590182,-0.113128870909234,-0.106447486187142,-0.240919349095398,-0.159773926876233,-0.121862493539434,-0.243437666504808,-0.140050054275407
193,"3",14,"C","High","Salt","HighSalt","RHA.373","RHA",2,22.3,1.096,0.2242,1.3202,"no","2",0.195899782006768,0.107508612384737,0.219780455049124,0.102956720772898,0.116734511054448,0.144156261535336,0.190288716031935,0.11816313993574,-0.0696960044290278,-0.071488601719238,-0.0392877806195455,-0.117213000839002,-0.0596191747207027,0.00249014158678997,-0.0526421231968617,0.0303673293128461,-0.298948241072987,-0.190357502387961,-0.257610258036951,-0.337417809204046,0.109633007880046,-0.124508188598012,0.00044900161094768,-0.126693311729191,-0.126756223893962,0.0412692311998962,-0.0707510448042498,0.0801529148708424,-0.17687282143238,-0.0100011990573757,-0.124826048616279,-0.168342527878934,-0.126907661197966,0.0441117509728308,-0.0914440518785361,-0.0133570370093627,-0.0991381786114541,-0.223271981013739,-0.114846852123607,-0.191945363189828,-0.188923085380531,-0.0816836340414748,-0.0141809798754722,-0.0164779383064511,0.0267148503273502,-0.0894762093452903,0.0927236183413247,0.101277020978247,-0.108047921235671,-0.00934323884586266,-0.213145258711151,-0.0867916703945534,-0.0726944958563189,-0.0687496679645902,-0.196488077066349,-0.186848334404414,0.109336778487314,-0.0967902711736523,-0.0926844326546909,-0.0226651351960865,-0.090377130531804,0.107100271835145,-0.103994948437543,0.0689708463107494,0.0890893692852097,-0.0121808482376666,-0.117513799497297,0.10416270157407,0.0738353765050559,0.173985344875994,0.0693127705289831,0.170277852453893,0.148116446030384,0.113934274587984,0.178531441334022,0.0186088125148695,0.123334227241556,0.192522688998078,0.233494591142765,0.173574702339346,0.196413465294547,0.111907983729282,0.200305147778901,0.0969757063076812,-0.266804723732516,-0.204544181294427,-0.323408243791298,-0.19696670067052,3.4837185003596e-05
194,"3",15,"C","Low","NoSalt","LowNut","RHA.377","RHA",1,17.6,2.3628,0.4105,2.7733,"yes","2",-0.0676543789855457,0.0999666711660584,-0.103700753950748,-0.194465512075695,-0.189589758230464,-0.19347091818564,-0.090551392284964,-0.192617586930603,0.182266957514228,0.190147705001916,-0.259998197951017,-0.242026084016343,-0.315575173729183,-0.176950156569194,-0.259989798822272,0.00868646582844966,-0.183489671679961,-0.171189326703582,-0.161904011340819,-0.0437815320209626,0.0208375239071781,-0.0226118621788395,-0.0942961860836076,-0.167950416523391,0.0873079343039715,-0.104722268103958,-0.181727588022517,-0.167521638589142,0.0847807409975475,0.000624289130330659,0.133404762109216,-0.0757369004668592,-0.123091064421338,-0.0241605104232156,0.0310162236778969,-0.0144406393202418,-0.0948233451572046,0.104687478172303,-0.0743780977201377,0.125591876857315,0.119301288539021,-0.0904375526537233,-0.0117218306317521,-0.165853956133762,-0.150017021714221,0.206014204855519,0.111004666898897,0.123917695023371,0.34939694041263,-0.0326873823800119,0.099108576711025,-0.0855889529996392,-0.0904809960981718,-0.091329016549319,0.126708015661405,0.122479356578285,0.107967728254081,0.202482248287234,0.219182016312515,0.093909799069398,0.0151749295718495,0.12163938518868,0.19984865847846,-0.0371817360345006,0.0892646550424924,0.274326496963469,0.181523688934725,0.158263399915867,0.20848017021043,0.237676924629567,0.199818263438452,-0.0788667845270857,0.0940775905728547,0.180804190991941,0.180519260305037,-0.0187923530193144,0.0202729952783228,0.162052170592522,-0.000682753483412888,-0.0781511144714604,-0.0935525845363714,-0.169124192013035,-0.10076441251691,-0.189441745074386,0.0866915236607609,0.119400191626116,-0.00686408238323427,0.168369788693913,-4.89307787649606e-05
196,"3",17,"C","High","Salt","HighSalt","RHA.377","RHA",1,29.3,1.687,NA,NA,"yes","2",-0.0419255771730466,0.0568060755648825,-0.065936835441379,-0.1913002767968,-0.181204256492307,-0.197710667276024,-0.0744246870074712,-0.173810404471979,0.212455837303533,0.227465451132028,0.235601457911796,0.0316306847453164,-0.0211493934833933,-0.0893546186449094,-0.186311928376431,-0.0736880880725356,-0.176374195461643,-0.175177734275774,-0.215805520963871,-0.324237420805287,0.107813640696921,0.0914155427629286,-0.184266190848695,-0.117380293448824,0.159525640532055,0.114606343571785,0.0660328544122499,-0.0712699604600452,0.163023889669769,0.0893769249195474,0.0297804302201255,0.116100541616589,0.108113277368365,0.297616407216907,0.185644017736035,0.000638259753138803,-0.095830419285071,0.116252016291016,-0.106809260747604,0.0978468254178093,0.0986195274684878,-0.096915628544237,-0.0145228382842022,0.02807048677344,0.0989941991168739,0.225994714408013,0.120510625282381,0.123550110739696,-0.122968414951928,-0.0194366482482774,0.123552296442586,-0.0665103160307486,-0.0621821211371169,-0.0690949398866382,0.11725161840007,0.142269646376074,0.113089038428676,0.224351124752343,0.206952237860089,0.19667871451355,0.148217603769438,0.118728091412389,0.217893116047471,0.159140660204542,0.0853504309881011,0.20641114970195,0.093932202822191,-0.0754624935853175,-0.13963856808693,0.033939014066618,-0.195190399491094,-0.170279100531039,-0.0435372905257654,-0.0935683779702316,-0.0619339202547994,-0.062393072431244,-0.0385322589750083,0.102035711438509,-0.0564264714360196,-0.0492362910634409,-0.0917709986572335,-0.183800755305288,-0.091368640696504,-0.184876619818647,-0.221444938113099,-0.301469281280809,-0.237143603595357,-0.177108577027205,-5.97849469619992e-05
201,"3",4,"D","High","NoSalt","Control","HA.445","HA",2,19.5,10.117,NA,NA,"no","2",0.202062632786237,0.0875391061234104,0.119970970408519,0.115597318122043,0.205602752300691,-0.0207104617071015,0.0880570005573601,0.089328312106646,0.0878862928688849,0.199313436522369,0.161359901568065,0.210495777778586,0.0925668865223473,0.206827390971618,0.237768804463353,0.12243033355698,0.175169905604698,0.27427389744397,0.209719859929411,0.181850530010785,-0.00632135711232863,0.235183621956689,0.269626179854424,0.269910479355029,0.276140127001683,0.209127585995252,0.28587668020842,0.268257022210453,0.188093113363204,0.204204259733143,-0.0993306209567168,0.115538177221249,0.237613190401674,-0.0216764352338919,-0.0836179337343092,0.175016974970331,0.210164267325634,0.0944425345179065,0.106749327248534,0.208142059181266,-0.11211812104476,-0.10477432907684,-0.126086646636398,0.204221042075474,0.0242171396834509,0.0939681806365796,0.0787543204861455,-0.116683710085856,0.0445616570667169,-0.00135701832503559,-0.230049555940514,-0.107715606181079,-0.224844967184894,0.0870920083754957,-0.123394535117934,0.0727755406930811,-0.230315536083903,-0.13131676785387,-0.236554762671671,-0.280187716023454,-0.185559540065966,-0.129897814993958,-0.130302219291529,0.126097557091338,-0.0196305967066371,-0.248663188011982,-0.207075369946701,-0.254155480829315,-0.1718961697765,-0.305633914857017,-0.208575754672655,-0.184070784309546,-0.112426079407056,-0.209611569099508,-0.182471922664499,-0.164662085087018,-0.176689074076304,-0.248382637106086,-0.225554458014222,-0.241982295500954,-0.139544533018074,-0.232696817258367,-0.120601276678267,-0.113996490947293,-0.223312948078899,-0.0994547049742283,0.00215760327172906,-0.189665554022186,-0.242352705020441
208,"3",11,"D","High","NoSalt","Control","RHA.274","RHA",3,19.6,3.9449,1.9228,5.8677,"yes","2",-0.126539177366389,-0.193952832299855,-0.0937344718736625,0.0901337069655018,0.0863968698677109,0.0426076758386111,-0.0989250965048991,0.0566212195488918,-0.135356502893152,-0.104465721929908,0.198534303876626,0.15992185252819,0.0687029610659742,-0.0456448815673154,0.125439237595955,-0.0424367111259713,-0.0236419511691122,-0.0201034915859033,0.073705444346263,-0.0691500523896359,0.0694665735931763,0.170965189550235,0.0539771484815949,0.208217435091781,0.000927974366344265,0.167176186862968,0.172918959199287,0.0295849702614529,-0.0564657477301723,-0.164731142752294,0.216065456321921,0.13882758590797,0.0874837863950529,0.0659854390451379,0.0653013455630493,-0.017304090228372,0.189114188022078,0.0763432191008066,0.180438762521919,0.0723287090300162,0.0759395275046217,0.160585788361889,-0.0257716644708484,0.111751543320465,0.10506662020494,-0.105528264548171,-0.188526529983271,-0.210670664673971,-0.0167822827133789,-0.0197915102689321,0.0667674016013598,0.156331854815483,0.175107906263689,0.169006047829443,0.074813442101518,0.0923232275485223,-0.202748584547111,-0.100599220082407,-0.112206847984205,-0.0256150189137773,0.0234612360802969,-0.19969146531414,-0.112249558352077,0.143206672828906,0.0448594730516515,-0.135747370757389,0.0278899775541945,-0.0986500840246226,-0.132791592758177,-0.13915342589192,-0.146955874310352,0.0165881768927889,-0.0920530479666926,-0.11296708915875,-0.113210473506029,0.0749433627698599,-0.0523938728308869,-0.245253613469897,-0.132939430771571,-0.099360813892731,-0.0743944073239548,0.0818695024982659,-0.0823393102047105,0.0774932087457523,-0.148058200096917,-0.16183054987707,-0.141020810975027,-0.164749152062298,1.69227774662732e-05
211,"3",14,"D","Low","Salt","Combo","HA.89","HA",3,22,1.8637,NA,NA,"no","2",-0.0916447239404622,-0.195198744427582,-0.173236810686849,-0.188817266770339,-0.100751277457458,-0.0399065949210605,0.113214538063543,0.114160102094238,-0.155972444491715,-0.0898213759290545,-0.0282819881144722,-0.0688034800541961,0.00031144161714089,-0.194146848276199,-0.165494926351695,-0.229921452205365,-0.216348083768103,-0.181151030630721,-0.200895341320989,-0.279369168721169,0.0479451982658329,-0.05439278840091,-0.172697887606452,-0.122399219509513,-0.0362943736839759,0.0634106959566303,-0.0780755301433202,-0.0624865061307785,-0.124881735313029,-0.132802006454263,0.251285152585715,-0.0236109671352764,-0.190353444095378,0.123839850241678,0.0631777868353055,-0.155944201789517,-0.0772040796683215,-0.171048295340157,-0.180970436277517,-0.0946447385355562,-0.0915193519902835,-0.106216231476106,-0.0923503074734773,-0.202708040806922,-0.133610593388148,0.122484749020204,0.110615982046091,0.19766674823028,0.141655919823582,0.160252110695798,0.0996110560902764,0.177843561340788,0.10836938586518,0.107725958322201,0.210280932284535,0.130796974254079,0.113265502096765,0.198030943490238,0.110692721161442,0.149646855634792,-0.0516361444533525,-0.0796042930480526,-0.0886998948351005,0.173031943859407,0.160919126179953,0.151399184624026,0.124042411767634,0.120366136831404,-0.0475743984761379,0.135935246298105,-0.10104548943831,0.102808343719774,0.0584236969268832,0.0924347898903495,0.141148300351134,0.0798063508192291,0.102874363670256,0.144731289737374,0.135395657707772,0.114774882277597,0.18491853218962,0.103978988433515,-0.100311352259259,-0.109564543662553,0.0797219389059302,-0.144598222114768,-0.253333539484587,-0.051157458931074,0.140617132995763
215,"3",18,"D","High","Salt","HighSalt","RHA.373","RHA",2,22.7,1.5063,0.4418,1.9481,"no","2",0.195036651389332,0.124729535960029,0.216551370930662,0.0981534163448404,0.105799276618654,0.148104936169996,0.209059571562201,0.0878264276058383,-0.0889990962838358,-0.0839390724297813,-0.0421093837510013,-0.00335666018218456,0.0204788754420808,0.199484298562512,0.102571794298579,0.0707424730740058,0.0575216073187148,0.0959325851985475,-0.0231476849605825,0.00682464660400128,-0.0484359151291501,-0.156609988270811,-0.108314816452577,-0.056522185348747,-0.115957695340769,-0.0167533071135695,0.0246674573950338,-0.00381305727526206,-0.0687926106271607,0.109510421172766,0.015664237310055,0.0274797508288273,0.0852755245585929,0.0856121543303322,0.0591107329538971,-0.0178474791637285,-0.109411913450742,-0.180602282706659,-0.106723780462867,-0.192122208777017,-0.182121165353386,-0.0871849675356828,-0.0222385406908816,0.0132411314475902,0.0157272659532324,-0.097826956975669,0.10545932558557,0.104868191032157,0.00758389057925577,-0.021852145031073,-0.201391826136535,-0.127963292075625,-0.138660199617409,-0.117424693284947,-0.202347650331504,-0.198830446935421,0.105906089542825,-0.0890242622950635,-0.0894542025399404,0.00874682408219722,0.0479997708669774,0.116787945988153,-0.085699068405805,0.055725230412759,0.0389410021739426,-0.105088117268849,-0.211953719851514,-0.0670487908056348,-0.00921653278574694,-0.0136446730389556,0.0330023762617062,0.0509408321510982,-0.101131285520188,-0.0880795270259624,-0.115962649027975,-0.120116223840284,-0.140069385952562,0.0537206468370121,0.135490592175497,0.207687221401307,0.211988450188122,0.119241468966519,0.205887264486769,0.107933269690975,0.0248860634149441,0.0667719000602706,0.0778467418130048,0.107591818276875,2.82816002673217e-05
221,"4",6,"A","Low","NoSalt","LowNut","RHA.274","RHA",3,13.6,2.3089,1.1607,3.4696,"yes","1",-0.137951694784989,-0.211309423223198,-0.105092747615307,0.0992187065925422,0.081366782981607,0.0443672126812808,-0.112603194512845,0.0840273672973006,-0.104100604813057,-0.113888788715289,-0.23763585259842,-0.139620117471675,-0.0333851492905443,-0.146065316142738,0.0823085520556463,0.108458800874334,0.0169462728528438,-0.0703057353588305,0.137683277980861,0.267686686517232,-0.238893374084159,0.0152018926502929,0.255866402437386,0.166488811023959,-0.00265576108240519,-0.311089893199603,-0.272096137969486,-0.0603843243731163,-0.165290821678872,-0.218553712934335,-0.0578658143250298,-0.448647244267327,-0.447219378317358,-0.461789186673153,-0.490907515683125,-0.0233885369093722,0.169488339164639,0.113911140934451,0.165711395291403,0.0694943712018397,0.108155759296763,0.211155335204139,-0.0198383697044323,-0.201883939434332,-0.246824953407803,-0.10594339286334,-0.199937931501597,-0.204776812436623,0.0874409739287342,7.90598541798837e-05,0.123309154070809,0.175719097130796,0.19213429969679,0.215816512004725,0.0791386030272176,0.0583032498856758,-0.19265482881573,-0.114733751275695,-0.100507758403126,-0.369186396686381,-0.412549671251735,-0.203999121059786,-0.09494328030416,0.154861149424129,0.297908799353521,-0.0526857078904702,0.155833810442958,0.386940730941777,0.373911123485057,-0.0578431414150165,-0.0127819720474258,0.166739633067586,0.362112382837916,0.334883604632518,0.096091524654143,0.148520313064898,-0.00932932552506152,-0.109489098435877,-0.0309498141704904,-0.125616431235159,-0.116908625542425,0.0764584870863668,-0.0757584587764756,0.100649633787413,0.212745696073287,0.330897792068994,0.191640784707874,0.265161723161402,4.16901834547225e-05
224,"4",9,"A","Low","Salt","Combo","RHA.377","RHA",1,21.4,1.4735,1.0359,2.5094,"yes","1",-0.107081552451576,0.00666953349073257,-0.0970622921451778,-0.230114529350478,-0.240160882554153,-0.200380235282277,-0.122039624745026,-0.233562621963231,0.171351225871864,0.170247839094156,-0.119175716976691,-0.173190492729643,-0.371360307929768,-0.145735204477969,-0.269768511475792,-0.000878812892331404,0.0828282803804764,0.029978219959911,-0.306938614888921,-0.082998743674349,-0.268532473216436,-0.0778463336603228,-0.398102815692101,-0.190478265760779,0.304676387451376,0.400878573304473,0.267735021078193,0.104483229223495,0.254760634797645,0.0565833952839641,-0.191751122434288,0.0893645520948101,-0.0569842138134294,0.174566483910963,0.13181690322094,-0.0367604957181173,-0.139206007073261,0.079281136333159,-0.147568201833685,0.0213781053537314,0.0843498206329261,-0.125690107029896,-0.0348056551831363,0.244766234285874,0.282128097080532,0.183043044153487,0.0719984119268318,0.061434120028407,0.0172372824839075,-0.0369740474114624,0.0653286871571794,-0.137069790665468,-0.110820963438765,-0.169281705645308,0.0459332706680495,0.0786006463182738,0.0916929406125026,0.201967895201084,0.189581277861407,0.311895359097873,0.386092784710664,0.0534607224155473,0.198618106203649,0.39640689115714,0.197260058864513,0.247238792635876,0.131466939345285,-0.245692083520093,-0.287946194635176,-0.0173963211517705,-0.17814567510707,-0.240490782600807,-0.421547592659304,-0.16931544713474,-0.0415352352461227,-0.149769672143316,-0.118005585106393,0.0791435973753964,-0.116186762612475,-0.138184954625958,-0.139050568107082,-0.218731629080539,-0.131376428496354,-0.229501397519608,0.19443480181657,-0.0457119456318137,0.0822089298440418,0.229863584273828,-8.01619115890924e-05
