"Accession","Plant.","Bench","Row","Column","Osmocote","Salt","Treatment","Plant..1","Bench.","Tray","TPlant.","TRow","TColumn","Plate","Accession.","Transplant_Date","exp","Numlvs_0511_tot.not.including.cotyledons","Numlvs_0511_fullyexpanded.not.including.cotyledons","Notes_0511","Status_0515","status_0518...","exclude.from.analyses.","NumLvs_053118","Num_FullyExpaneded_Lvs_053118","Notes_053118","SLA.biomass","Aboveground.biomass","Belowground.biomass","RNA.leaf.biomass","X2.RNA.bags..weight.of.2nd","PlantDied","Notes","Root.Date","X","Include","Survival","Tot_AG","Tot_BG","Tot_Biomass","mold","ln_AG","ln_BG","ln_Tot","X.1","RNASeqExp","X.2","Plant..2","TissueBox.","Date_ground","Date_RNA_extracted","SeqPlate","SeqPlateRow","SeqPlateColumn","GGBC.RIN","My_RIN","X.3","ReproStageSampled","Reproductive","SampleDay","SampleNotes","X.4","MisIDed","Chlorophyll","Hybrid_set","Hybrid_role","Species","init.weight","RNA.leaf.biomass_full","Tot_biomass2","growdays","RGR"
"RHA 373",307,5,5,"B","Low","Salt","Combo",307,23,2,108,"C",12,5,10,"4/30/18",1,"4",2,"","","","",13,8,"",0.1538,0.8081,0.2706,0.098,"","","Mold","","","y",1,1.1157,0.2706,1.3863,"y",0.109482011,-1.307113563,0.326638328,NA,"y",NA,307,"11","1/9/19","2/11/19","3","G",6,7.9,"8.6",NA,"","no",1,"","","",22.9,"HA445/RHA373","Male","Cultivated",0.0415,0.196,1.4285,33,0.107232933164672
"RHA 373",107,2,18,"B","High","NoSalt","Control",107,36,4,278,"F",2,1,19,"4/30/18",1,"4",2,"","","","",16,10,"",0.7958,7.7861,1.3085,0.5211,"","","","20-Jun","","y",1,9.3777,1.3085,10.6862,"n",2.23833453,0.268881443,2.368953189,NA,"y",NA,107,"12","2/15/19","2/18/19","3","B",9,7.9,"8.4",NA,"","no",2,"","","",20,"HA445/RHA373","Male","Cultivated",0.0415,1.0422,10.9326,33,0.168903363728704
"RHA 373",267,4,16,"C","Low","NoSalt","LowNut",267,52,3,216,"F",12,1,17,"4/30/18",1,"2",2,"","","","",15,10,"",0.3498,1.4338,0.6544,0.2853,"","","Mold","","","y",1,2.1334,0.6544,2.7878,"y",0.757716951,-0.424036494,1.025252754,NA,"y",NA,267,"8","24-Jul","11/6/18","2","F",12,7.7,"8.5",NA,"","no",1,"","","",17.2,"HA445/RHA373","Male","Cultivated",0.0415,0.5706,3.0086,33,0.129804142606881
"RHA 373",304,5,2,"B","High","Salt","HighSalt",304,20,2,103,"C",7,5,8,"4/30/18",1,"4",2,"","","","",13,8,"",0.1915,0.5245,0.1527,0.0891,"","","Mold","18-Jun","","y",1,0.9075,0.1527,1.0602,"y",-0.097061713,-1.879280067,0.05845757,NA,"y",NA,304,"3","18-Jul","10/23/18","1","H",5,7.7,"8.4",NA,"","no",1,"","","",23.2,"HA445/RHA373","Male","Cultivated",0.0415,0.1782,1.0469,33,0.0978150081238987
"RHA 373",85,2,14,"A","Low","NoSalt","LowNut",85,14,4,241,"C",1,1,18,"4/30/18",1,"4",2,"","","","",13,9,"",0.2643,2.1043,0.3006,0.1391,"","","","20-Jun","","y",1,2.6329,0.3006,2.9335,"n",0.9680859,-1.201974802,1.076196249,NA,"y",NA,85,"1","17-Jul","10/16/18","1","C",1,7.7,"8.6",NA,"","no",2,"","","",13.6,"HA445/RHA373","Male","Cultivated",0.0415,0.2782,2.9474,33,0.129181372046743
"RHA 373",322,5,2,"C","High","NoSalt","Control",322,38,2,137,"F",5,1,14,"4/30/18",1,"4",2,"","","","",15,8,"",0.4547,1.4301,0.7451,0.275,"","","Mold","","","y",1,2.3395,0.7451,3.0846,"y",0.849937231,-0.294236841,1.126421989,NA,"y",NA,322,"8","24-Jul","11/6/18","2","H",2,7.6,"8.3",NA,"","no",1,"","","",24,"HA445/RHA373","Male","Cultivated",0.0415,0.55,3.1799,33,0.131482169742492
"RHA 373",160,3,17,"A","High","NoSalt","Control",160,17,8,535,"C",7,2,33,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.8524,4.8355,1.876,0.688,"","","Mold","","","y",1,6.5403,1.876,8.4163,"y",1.877983036,0.629141851,2.130170302,NA,"y",NA,160,"1","13-Jul","10/19/18","1","E",9,7.5,"8.1",NA,"","no",2,"","","",20.9,"HA445/RHA373","Male","Cultivated",0.0415,1.376,8.9399,32,0.167893320474563
"RHA 373",309,5,7,"B","Low","NoSalt","LowNut",309,25,2,113,"D",5,1,11,"4/30/18",1,"2",2,"","","","",15,10,"",0.3227,0.8625,0.3893,0.1628,"","","Mold","","","y",1,1.5079,0.3893,1.8972,"y",0.410717954,-0.943405024,0.640379115,NA,"y",NA,309,"4","19-Jul","10/30/18","1","H",6,7.5,"8.1",NA,"","no",1,"","","",17.1,"HA445/RHA373","Male","Cultivated",0.0415,0.3256,1.9001,33,0.115877829336722
"RHA 373",318,5,16,"B","Low","NoSalt","LowNut",318,34,2,130,"E",10,1,13,"4/30/18",1,"4",2,"","","","",15,10,"",0.326,1.9095,0.9938,0.1788,"","","Mold","18-Jun","","y",1,2.5615,0.9938,3.5553,"y",0.940593024,-0.0062193,1.268439448,NA,"y",NA,318,"9","10/29/18","11/30/18","3","G",8,7.9,"8.3",NA,"","no",1,"","","",15.7,"HA445/RHA373","Male","Cultivated",0.0415,0.3576,3.5869,33,0.135131823377487
"RHA 373",334,5,14,"C","High","NoSalt","Control",334,50,5,302,"B",2,1,20,"5/1/18",1,"1?",NA,"weird","","","",NA,NA,"",NA,0.0648,0.0082,NA,"","","Mold","18-Jun","","y",1,0.0648,0.0082,0.073,"y",-2.736449676,-4.803621125,-2.617295838,NA,"n",NA,334,"","","","","",NA,NA,"",NA,"","no",1,"","","",NA,"HA445/RHA373","Male","Cultivated",0.0415,NA,NA,32,NA
"RHA 373",22,1,4,"B","Low","Salt","Combo",22,22,1,40,"D",4,5,3,"4/30/18",1,"4",2,"","","","",10,8,"",0.1301,0.4287,0.2355,0.0767,"","","Mold","","","y",1,0.6889,0.2355,0.9244,"y",-0.372659156,-1.446044366,-0.078610401,NA,"y",NA,22,"13","2/22/19","2/25/19","3","A",4,8,"8.2",NA,"","no",1,"","","",23.2,"HA445/RHA373","Male","Cultivated",0.0415,0.1534,0.9477,33,0.0947983202799847
"RHA 373",323,5,3,"C","High","Salt","HighSalt",323,39,2,138,"F",6,1,15,"4/30/18",1,"4",2,"","","","",11,6,"",0.1267,0.3712,0.2425,0.085,"","","Mold","","","y",1,0.6246,0.2425,0.8671,"y",-0.470643834,-1.416753569,-0.142600969,NA,"y",NA,323,"8","24-Jul","11/16/18","2","H",3,7.8,"8.4",NA,"","no",1,"","","gropued with ARG-422",24.5,"HA445/RHA373","Male","Cultivated",0.0415,0.17,0.9104,33,0.0935815344283459
"RHA 373",193,3,14,"C","High","Salt","HighSalt",193,50,7,446,"B",2,3,26,"5/1/18",1,"4",2,"","","","",11,8,"",0.1633,0.7694,0.2242,NA,"","","Mold","21-Jun","","y",1,1.096,0.2242,1.3202,"y",0.091667189,-1.495216768,0.27778324,NA,"y",NA,193,"12","2/15/19","2/18/19","3","D",9,7.8,"8.3",NA,"","no",2,"whole leaf","","",22.3,"HA445/RHA373","Male","Cultivated",0.0415,0.1633,1.3202,32,0.108120159125563
"RHA 373",39,1,3,"C","Low","Salt","Combo",39,39,1,60,"E",12,5,6,"4/30/18",1,"4",2,"","","","",14,8,"",0.0918,0.2916,0.2,NA,"","","Mold","","","y",1,0.4752,0.2,0.6752,"y",-0.744019511,-1.609437912,-0.392746336,NA,"y",NA,39,"8","24-Jul","11/16/18","2","B",6,7.9,"8.5",NA,"","no",2,"whole leaf","","",20.8,"HA445/RHA373","Male","Cultivated",0.0415,0.0918,0.6752,33,0.0845247126074271
"RHA 377",45,1,9,"C","High","Salt","HighSalt",45,45,1,69,"F",9,4,7,"4/30/18",1,"4",2,"","","","",20,10,"bud",0.0722,NA,0.1387,0.0737,"","","Mold","","","y",1,NA,0.1387,NA,"y",NA,-1.975441952,NA,NA,"y",NA,45,"13","2/26/19","2/27/19","3","A",10,7.9,"8.4",NA,"R1","yes",1,"","","",23.2,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.1474,NA,33,NA
"RHA 377",19,1,1,"B","High","NoSalt","Control",19,19,1,34,"C",10,4,3,"4/30/18",1,"4",2,"","","","",14,8,"bud",0.4411,4.9038,1.0036,0.364,"","","Mold","Had #2 tag inside","","y",1,5.786,1.0036,6.7896,"y",1.755441207,0.003593536,1.91539203,NA,"y",NA,19,"11","29-Nov","11/30/18","2","A",9,7.9,"8.3",NA,"R1","yes",2,"","","",17.8,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.728,7.0765,33,0.159654341082401
"RHA 377",86,2,15,"A","High","NoSalt","Control",86,15,4,243,"C",3,3,16,"4/30/18",1,"4",2,"","","","",19,11,"bud",0.7155,9.2968,1.5239,0.4568,"","","","","","y",1,10.7278,1.5239,12.2517,"n",2.372838503,0.421272838,2.505664703,NA,"y",NA,86,"7","23-Jul","11/2/18","2","C",6,7.9,"8.2",NA,"","yes",2,"","","",19.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.9136,12.4498,33,0.176773284213701
"RHA 377",298,5,14,"A","Low","Salt","Combo",298,14,2,97,"C",1,4,9,"4/30/18",1,"4",2,"","","","",15,8,"",0.1566,0.9148,0.2982,0.1025,"","","Mold","","","y",1,1.228,0.2982,1.5262,"y",0.20538683,-1.209990877,0.422780986,NA,"y",NA,298,"5","20-Jul","11/2/18","2","G",7,7.8,"8.4",NA,"R2","yes",1,"","","",20.2,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.205,1.5746,33,0.114115608857445
"RHA 377",94,2,5,"B","Low","Salt","Combo",94,23,4,256,"D",4,3,17,"4/30/18",1,"4",2,"","","","",15,8,"bud",0.1102,1.16,0.1556,0.0529,"","","","19-Jun","","y",1,1.3804,0.1556,1.536,"n",0.322373312,-1.860466667,0.429181635,NA,"y",NA,94,"2","17-Jul","10/16/18","1","C",5,7.9,"8.8",NA,"R1","yes",2,"","","",15.6,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.1058,1.5316,33,0.113276568519651
"RHA 377",43,1,7,"C","Low","NoSalt","LowNut",43,43,1,66,"F",6,4,6,"4/30/18",1,"4",2,"","","","",21,14,"bud",0.3667,2.3019,0.6895,0.2209,"","","Mold","","","y",1,3.0353,0.6895,3.7248,"y",1.110310266,-0.371788582,1.315013159,NA,"y",NA,43,"5","20-Jul","10/12/18","1","A",11,7.5,"8",NA,"R1","yes",1,"","","",16,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.4418,3.7999,33,0.140811774882548
"RHA 377",196,3,17,"C","High","Salt","HighSalt",196,53,7,452,"B",8,6,31,"5/1/18",1,"4",2,"","","","",14,8,"bud",0.198,1.291,NA,NA,"","","Mold","","","y",1,1.687,NA,NA,"y",0.522951804,NA,NA,NA,"y",NA,196,"2","17-Jul","10/19/18","1","F",4,7.2,"8.3",NA,"R1","yes",2,"whole leaf","","",29.3,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.198,NA,32,NA
"RHA 377",340,5,2,"D","Low","NoSalt","LowNut",340,56,5,312,"B",12,5,24,"5/1/18",1,"4",2,"","","","",17,8,"1 bud",0.2929,1.3076,0.3878,0.1711,"","","Mold","","","y",1,1.8934,0.3878,2.2812,"y",0.638374155,-0.947265536,0.82470162,NA,"y",NA,340,"9","11/2/18","12/3/18","2","H",10,7.3,"8.2",NA,"R1","yes",1,"","","",19.6,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.3422,2.3305,32,0.129934270542441
"RHA 377",163,3,2,"B","High","NoSalt","Control",163,20,8,539,"C",11,2,35,"5/1/18",1,"4",2,"","","","",18,12,"bud",0.8712,11.9179,1.4911,0.4396,"","","","","","y",1,13.6603,1.4911,15.1514,"n",2.614493816,0.399514103,2.718092937,NA,"y",NA,163,"11","1/24/19","2/11/19","3","C",8,8.1,"8.6",NA,"R1","yes",2,"","","",20,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.8792,15.1594,32,0.188451081941314
"RHA 377",20,1,2,"B","Low","NoSalt","LowNut",20,20,1,36,"C",12,4,4,"4/30/18",1,"4",2,"","","","",12,8,"",0.2281,1.1241,0.3465,0.1739,"","","Mold","","","y",1,1.5803,0.3465,1.9268,"y",0.457614702,-1.05987246,0.655860596,NA,"y",NA,20,"13","2/22/19","2/25/19","3","A",3,7.9,"7.8",NA,"R1","yes",2,"","","",15.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.3478,2.0465,33,0.122058934469024
"RHA 377",100,2,11,"B","High","NoSalt","Control",100,29,4,269,"E",5,5,20,"4/30/18",1,"4",2,"","","","",19,11,"buds",0.7385,8.071,0.8874,0.3272,"","","","19-Jun","","y",1,9.548,0.8874,10.4354,"n",2.256331708,-0.11945944,2.345203872,NA,"y",NA,100,"1","17-Jul","10/16/18","1","C",6,7.7,"8.5",NA,"R1","yes",2,"","","",16.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.6544,10.3513,33,0.17117957382473
"RHA 377",339,5,1,"D","High","Salt","HighSalt",339,55,5,310,"B",10,5,23,"5/1/18",1,"4",2,"","","","",14,6,"1 bud",0.1195,0.6382,0.3033,0.0897,"","","Mold","","","y",1,0.8772,0.3033,1.1805,"y",-0.131020262,-1.193032864,0.165938078,NA,"y",NA,339,"9","10/29/18","11/19/18","2","H",9,7.6,"8.2",NA,"R2","yes",1,"","","",22.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.1794,1.2404,32,0.110226491524113
"RHA 377",232,4,17,"A","Low","NoSalt","LowNut",232,17,3,168,"B",12,3,12,"4/30/18",1,"4",2,"","","","",13,8,"bud",0.3157,1.5362,0.3978,0.1938,"","","Mold","","","y",1,2.1676,0.3978,2.5654,"y",0.773620565,-0.921805913,0.942114412,NA,"y",NA,232,"4","19-Jul","10/18/18","1","F",8,7.3,"8.1",NA,"R2","yes",1,"","","",17.1,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.3876,2.6373,33,0.12974452991123
"RHA 377",42,1,6,"C","Low","Salt","Combo",42,42,1,65,"F",5,4,5,"4/30/18",1,"4",2,"","","","",14,8,"bud",0.0575,0.3394,0.0993,NA,"","","Mold","","","y",1,0.4544,0.0993,0.5537,"y",-0.788777412,-2.309609708,-0.591132255,NA,"y",NA,42,"13","2/22/19","2/25/19","3","A",9,7.9,"8.4",NA,"R1","yes",2,"whole leaf","","",16.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.0575,0.5537,33,0.0824448959204319
"RHA 377",239,4,6,"B","High","Salt","HighSalt",239,24,3,177,"C",9,3,14,"4/30/18",1,"4",2,"","","","",14,6,"bud",0.1449,0.6955,0.2701,NA,"","","Mold","16-Jun","","y",1,0.9853,0.2701,1.2554,"y",-0.014809116,-1.308963018,0.227454247,NA,"y",NA,239,"8","24-Jul","11/16/18","2","F",3,7.8,"8.5",NA,"R1","yes",2,"whole leaf","","",20.2,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.1449,1.2554,33,0.107250547497841
"RHA 377",335,5,15,"C","Low","Salt","Combo",335,51,5,304,"B",4,5,21,"5/1/18",1,"4",2,"","","","",12,6,"1 bud",0.0814,0.3193,0.1175,NA,"","","Mold","18-Jun","","y",1,0.4821,0.1175,0.5996,"y",-0.729603718,-2.141316945,-0.511492513,NA,"y",NA,335,"8","24-Jul","11/16/18","2","H",8,7.6,"8.2",NA,"R1","yes",1,"whole leaf","","Grouped with RHA 373",19.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.0814,0.5996,32,0.0875100408679305
"RHA 377",301,5,17,"A","High","Salt","HighSalt",301,17,2,100,"C",4,3,10,"4/30/18",1,"4",2,"","","","",14,8,"1 bud",0.1093,0.414,0.1413,0.0667,"","","Mold","","","y",1,0.6326,0.1413,0.7739,"y",-0.457916968,-1.956869989,-0.256312613,NA,"y",NA,301,"2","17-Jul","10/23/18","1","H",4,7.9,"8.4",NA,"R2","yes",1,"","","",21,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.1334,0.798,33,0.0935202163331861
"RHA 377",194,3,15,"C","Low","NoSalt","LowNut",194,51,7,447,"B",3,6,29,"5/1/18",1,"4",2,"","","","",18,11,"bud",0.2915,1.7798,0.4105,0.2353,"","","Mold","21-Jun","","y",1,2.3628,0.4105,2.7733,"y",0.859847356,-0.89037935,1.020037947,NA,"y",NA,194,"8","24-Jul","12/3/18","2","E",6,8.1,"8",NA,"R1","yes",2,"","","",17.6,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.4706,2.9524,32,0.137326006857538
"RHA 377",224,4,9,"A","Low","Salt","Combo",224,9,3,154,"A",10,3,11,"4/30/18",1,"4",2,"","","","",15,8,"bud",0.2022,1.0691,1.0359,0.0565,"","","Mold","16-Jun","","y",1,1.4735,1.0359,2.5094,"y",0.387640523,0.035270614,0.920043681,NA,"y",NA,224,"13","2/28/19","3/4/19","3","E",7,7.9,"8.4",NA,"R2","yes",1,"","","",21.4,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.113,2.4202,33,0.12714133339119
"RHA 377",336,5,16,"C","High","NoSalt","Control",336,52,5,306,"B",6,5,22,"5/1/18",1,"4",2,"","","","",20,11,"1 bud",0.6922,3.858,1.0213,0.374,"","","Mold","18-Jun","","y",1,5.2424,1.0213,6.2637,"y",1.656779409,0.021076326,1.834771065,NA,"y",NA,336,"11","1/24/19","1/25/19","3","H",1,7.8,"ok",NA,"R2","yes",1,"","","",19.7,"HA412-HO/RHA377","Male","Cultivated",0.03645,0.748,6.3195,32,0.161107934738516
"SAM 206",184,3,5,"C","High","NoSalt","Control",184,41,8,576,"F",12,4,34,"5/1/18",1,"3",2,"","","","",NA,NA,"",0.7454,8.2222,0.9033,0.394,"","","","","","y",1,9.713,0.9033,10.6163,"n",2.273465194,-0.101700555,2.362390556,NA,"n",NA,184,"6","","3/4/19","","",NA,NA,"",NA,"","no",2,"","","",16.9,"","","Cultivated",0.08508,0.788,10.6589,32,0.150954953517811
"SAM 206",81,2,10,"A","High","Salt","HighSalt",81,10,4,236,"B",8,3,12,"4/30/18",1,"6",2,"","","","",12,9,"",0.1934,2.0183,0.2588,0.1358,"","","","19-Jun","","y",1,2.4051,0.2588,2.6639,"n",0.877591483,-1.351699716,0.979791214,NA,"n",NA,81,"","","","","",NA,NA,"",NA,"","no",2,"","","",21.2,"","","Cultivated",0.08508,0.2716,2.7421,33,0.105239010268344
"SAM 206",190,3,11,"C","Low","NoSalt","LowNut",190,47,7,440,"A",8,2,29,"5/1/18",1,"7",2,"","","","",19,11,"",0.2711,3.5945,0.8762,0.2125,"","","Mold","20-Jun","","y",1,4.1367,0.8762,5.0129,"y",1.419898369,-0.132160904,1.61201459,NA,"n",NA,190,"6","","","","",NA,NA,"",NA,"","no",2,"","","",13,"","","Cultivated",0.08508,0.425,5.1668,32,0.128325525938307
"SAM 206",279,4,10,"D","High","NoSalt","Control",279,64,6,426,"F",6,4,27,"5/1/18",1,"5",2,"","","","",34,15,"",0.8341,6.3282,1.5498,0.6464,"","","Mold",""," ","y",1,7.9964,1.5498,9.5462,"y",2.07899144,0.43812589,2.25614317,NA,"n",NA,279,"","","","","",NA,NA,"",NA,"","no",2,"","","",18.8,"","","Cultivated",0.08508,1.2928,10.0049,32,0.148976195676042
"SAM 206",104,2,15,"B","High","Salt","HighSalt",104,33,4,275,"E",11,2,16,"4/30/18",1,"4",2,"","","","",10,8,"",0.1776,1.5315,0.1787,0.1013,"","","","30-Jun","","y",1,1.8867,0.1787,2.0654,"n",0.634829271,-1.722046857,0.725323912,NA,"n",NA,104,"","","","","",NA,NA,"",NA,"","no",2,"","","",20.3,"","","Cultivated",0.08508,0.2026,2.0904,33,0.0970157189052838
"SAM 206",111,2,4,"C","High","Salt","HighSalt",111,40,4,284,"F",8,2,17,"4/30/18",1,"4",2,"","","","",13,7,"",0.0675,0.8182,0.0737,0.0437,"","","","19-Jun","","y",1,0.9532,0.0737,1.0269,"n",-0.047930534,-2.60775248,0.026544555,NA,"n",NA,111,"","","","","",NA,NA,"",NA,"","no",2,"","","",16.3,"","","Cultivated",0.08508,0.0874,1.0468,33,0.0760576115249683
"SAM 206",121,2,14,"C","Low","NoSalt","LowNut",121,50,6,370,"A",10,6,21,"5/1/18",1,"4",2,"","","","",19,12,"",0.4109,6.1137,1.1916,0.2561,"","","","19-Jun","","y",1,6.9355,1.1916,8.1271,"n",1.936653149,0.175296942,2.095204156,NA,"n",NA,121,"","","","","",NA,NA,"",NA,"","no",2,"","","",15.7,"","","Cultivated",0.08508,0.5122,8.2284,32,0.142867339804571
"SAM 206",123,2,16,"C","Low","NoSalt","LowNut",123,52,6,373,"B",1,6,22,"5/1/18",1,"6",2,"","","","",16,11,"",0.3372,5.0604,1.353,0.2342,"","","","20-Jun","","y",1,5.7348,1.353,7.0878,"n",1.746552876,0.302324349,1.958374996,NA,"n",NA,123,"","","","","",NA,NA,"",NA,"","no",2,"","","",16,"","","Cultivated",0.08508,0.4684,7.219,32,0.138777491493973
"SAM 206",356,5,18,"D","Low","Salt","Combo",356,72,5,338,"E",2,2,19,"5/1/18",1,"5",2,"","","","",17,10,"",0.1687,1.2123,0.388,0.138,"","","","18-Jun","","y",1,1.5497,0.388,1.9377,"n",0.438061364,-0.946749939,0.661501703,NA,"n",NA,356,"","","","","",NA,NA,"",NA,"","no",1,"","","",19.5,"","","Cultivated",0.08508,0.276,2.045,32,0.099361283692027
"SAM 206",220,4,5,"A","High","NoSalt","Control",220,5,3,149,"A",5,4,9,"4/30/18",1,"7",2,"","","","",43,15,"",0.8533,8.1914,3.1089,0.7619,"","","Mold","16-Jun","","y",1,9.898,3.1089,13.0069,"y",2.292332717,1.134268966,2.565479986,NA,"n",NA,220,"","","","","",NA,NA,"",NA,"","no",1,"","","",21.1,"","","Cultivated",0.08508,1.5238,13.6774,33,0.15393660982732
"SAM 206",38,1,2,"C","Low","NoSalt","LowNut",38,38,1,59,"E",11,5,4,"4/30/18",1,"5",2,"","","","",19,13,"",0.2926,3.3712,0.7645,0.2136,"","","Mold","","","y",1,3.9564,0.7645,4.7209,"y",1.375334521,-0.268533254,1.551999459,NA,"n",NA,38,"","","","","",NA,NA,"",NA,"","no",2,"","","",14.7,"","","Cultivated",0.08508,0.4272,4.8555,33,0.122553799142496
"SAM 206",134,2,9,"D","Low","NoSalt","LowNut",134,63,6,393,"C",9,1,23,"5/1/18",1,"6",2,"","","","",15,9,"",0.3042,5.4655,1.0893,0.2535,"","","","20-Jun","","y",1,6.0739,1.0893,7.1632,"n",1.804000903,0.085535288,1.968956809,NA,"n",NA,134,"","","","","",NA,NA,"",NA,"","no",2,"","","",16.3,"","","Cultivated",0.08508,0.507,7.366,32,0.13940744083353
"SAM 206",118,2,11,"C","Low","Salt","Combo",118,47,6,367,"A",7,4,28,"5/1/18",1,"4",2,"","","","",15,9,"",0.2244,2.1069,0.4894,0.1303,"","","","19-Jun","","y",1,2.5557,0.4894,3.0451,"n",0.938326159,-0.714575128,1.113533741,NA,"n",NA,118,"8(b)","","","","",NA,NA,"",NA,"","no",2,"","","",19,"","","Cultivated",0.08508,0.2606,3.0813,32,0.11217233982837
"SAM 206",29,NA,11,"B","High","NoSalt","Control",29,29,1,49,"E",1,5,7,"4/30/18",1,"8",2,"","","","",32,25,"",0.6553,3.372,0.9733,0.4541,"","","Mold","","","y",1,4.6826,0.9733,5.6559,"y",1.543853511,-0.02706292,1.732699248,NA,"n",NA,29,"","","","","",NA,NA,"",NA,"","no",1,"","","",20,"","","Cultivated",0.08508,0.9082,5.9088,33,0.128503213750493
"SAM 206",53,1,17,"C","Low","Salt","Combo",53,53,9,584,"A",8,4,35,"5/1/18",1,"6",2,"","","","",12,18,"",0.0784,0.2552,0.1759,0.0414,"","","Mold","","","y",1,0.412,0.1759,0.5879,"y",-0.88673193,-1.737839627,-0.531198414,NA,"n",NA,53,"","","","","",NA,NA,"",NA,"","no",1,"","","",12.3,"","","Cultivated",0.08508,0.0828,0.5923,32,0.0606381647797151
"SAM 206",137,2,12,"D","High","Salt","HighSalt",137,66,6,396,"C",12,1,25,"5/1/18",1,"4",2,"","","","",13,6,"bud",0.2155,2.2613,0.3245,0.1206,"","","","19-Jun","","y",1,2.6923,0.3245,3.0168,"n",0.990395847,-1.125469743,1.104196667,NA,"n",NA,137,"","","","","",NA,NA,"",NA,"","yes",2,"","tube opened in liquid nitrogen - 2nd day","",22.3,"","","Cultivated",0.08508,0.2412,3.0425,32,0.111776338579051
"SAM 206",271,4,2,"D","Low","Salt","Combo",271,56,6,412,"E",4,4,26,"5/1/18",1,"6",2,"","","","",13,8,"",0.1691,1.1459,1.1884,0.1201,"","","Mold","17-Jun","","y",1,1.4841,1.1884,2.6725,"y",0.394808528,0.172607865,0.983014364,NA,"n",NA,271,"","","","","",NA,NA,"",NA,"","no",1,"","","",15.2,"","","Cultivated",0.08508,0.2402,2.7436,32,0.10854481922791
"SAM 206",183,3,4,"C","Low","Salt","Combo",183,40,8,575,"F",11,3,33,"5/1/18",1,"4",2,"","","","",15,8,"bud",0.3522,4.1444,NA,0.1734,"","","","","","y",1,4.8488,NA,NA,"n",1.578731252,NA,NA,NA,"n",NA,183,"","","","","",NA,NA,"",NA,"","yes",2,"","","",13.8,"","","Cultivated",0.08508,0.3468,NA,32,NA
"SAM 206",26,1,8,"B","High","NoSalt","Control",26,26,1,46,"D",10,7,2,"4/30/18",1,"6",2,"","","","",25,19,"",0.6543,2.6436,0.9814,0.3771,"","","Mold","","","y",1,3.9522,0.9814,4.9336,"y",1.374272386,-0.018775155,1.596068945,NA,"n",NA,26,"","","","","",NA,NA,"",NA,"","no",1,"","","",19.5,"","","Cultivated",0.08508,0.7542,5.0335,33,0.123644813813256
"SAM 206",136,2,11,"D","High","Salt","HighSalt",136,65,6,395,"C",11,1,24,"5/1/18",1,"6",2,"","","","",15,9,"bud",0.1785,2.0782,0.2995,0.1275,"","","","19-Jun","","y",1,2.4352,0.2995,2.7347,"n",0.890028889,-1.205640861,1.006021741,NA,"n",NA,136,"","","","","",NA,NA,"",NA,"","yes",2,"","","",23.5,"","","Cultivated",0.08508,0.255,2.8112,32,0.1093054602219
"SAM 227",225,4,10,"A","High","Salt","HighSalt",225,10,3,155,"A",11,1,10,"4/30/18",1,"4",2,"","","","",15,9,"bud",0.1892,1.0875,0.6889,0.1646,"","","Mold","17-Jun","","y",1,1.4659,0.6889,2.1548,"y",0.382469388,-0.372659156,0.767697912,NA,"n",NA,225,"","","","","",NA,NA,"",NA,"","yes",1,"","","",11.4,"","","Cultivated",0.11602,0.3292,2.2948,33,0.0904435873542363
"SAM 227",76,2,5,"A","Low","NoSalt","LowNut",76,5,4,223,"A",7,7,15,"4/30/18",1,"4",2,"","","","",12,7,"",0.2822,2.0258,0.3145,0.194,"","","","19-Jun","","y",1,2.5902,0.3145,2.9047,"n",0.951735093,-1.156771203,1.066330115,NA,"n",NA,76,"","","","","",NA,NA,"",NA,"","no",2,"","","",11.7,"","","Cultivated",0.11602,0.388,3.0105,33,0.0986696626323207
"SAM 227",274,4,5,"D","Low","Salt","Combo",274,59,6,415,"E",7,3,27,"5/1/18",1,"4",2,"","","","",12,6,"",0.3177,2.0435,0.5914,0.2483,"?","","Mold","0.1223","2 RNA Bags","y",1,2.6789,0.5914,3.2703,"y",0.985406263,-0.525262672,1.184881724,NA,"n",NA,274,"","","","","",NA,NA,"",NA,"","no",1,"","","",14.5,"","","Cultivated",0.11602,0.4966,3.4492,32,0.106004219032508
