"Accession","Plant.","Bench","Row","Column","Osmocote","Salt","Treatment","Plant..1","Bench.","Tray","TPlant.","TRow","TColumn","Plate","Accession.","Transplant_Date","exp","Numlvs_0511_tot.not.including.cotyledons","Numlvs_0511_fullyexpanded.not.including.cotyledons","Notes_0511","Status_0515","status_0518...","exclude.from.analyses.","NumLvs_053118","Num_FullyExpaneded_Lvs_053118","Notes_053118","SLA.biomass","Aboveground.biomass","Belowground.biomass","RNA.leaf.biomass","X2.RNA.bags..weight.of.2nd","PlantDied","Notes","Root.Date","X","Include","Survival","Tot_AG","Tot_BG","Tot_Biomass","mold","ln_AG","ln_BG","ln_Tot","X.1","RNASeqExp","X.2","Plant..2","TissueBox.","Date_ground","Date_RNA_extracted","SeqPlate","SeqPlateRow","SeqPlateColumn","GGBC.RIN","My_RIN","X.3","ReproStageSampled","Reproductive","SampleDay","SampleNotes","X.4","MisIDed","Chlorophyll","Hybrid_set","Hybrid_role","Species","init.weight","RNA.leaf.biomass_full","Tot_biomass2","growdays","RGR"
"ARG-403",257,4,6,"C","High","NoSalt","Control",257,42,3,200,"E",8,4,13,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.249,1.315,0.3648,0.2121,"","","Mold","20-Jun","","y",1,1.813,0.3648,2.1778,"y",0.594982932,-1.008406021,0.778315193,NA,"n",NA,257,"12","1/24/19","2/11/19","Exclude","",NA,NA,"4.5",NA,"","no",2,"","","",24.7,"","","Argophyllus",0.00818,0.4242,2.353,33,0.17156831024584
"ARG-403",342,5,4,"D","Low","NoSalt","LowNut",342,58,5,314,"C",2,3,23,"5/1/18",1,"4",2,"","","","",34,10,"",0.1479,0.9729,0.2183,0.1194,"","","Mold","","","y",1,1.2687,0.2183,1.487,"y",0.237992754,-1.521885015,0.396760667,NA,"y",NA,342,"12","1/28/19","1/28/19","3","H",4,7.9,"7.4",NA,"","no",1,"","","",20.1,"","","Argophyllus",0.00818,0.2388,1.5779,32,0.164442436794593
"ARG-403",174,3,13,"B","High","Salt","HighSalt",174,31,8,558,"E",6,5,34,"5/1/18",1,"4",4,"","","","",NA,NA,"",0.0729,0.1648,0.0443,NA,"","","Mold","21-Jun","","y",1,0.3106,0.0443,0.3549,"y",-1.169249368,-3.116770602,-1.035919219,NA,"y",NA,174,"11","11/20/18","12/3/18","2","E",1,7.9,"8.6",NA,"","no",2,"whole leaf","","",29.5,"","","Argophyllus",0.00818,0.0729,0.3549,32,0.117816997157431
"ARG-403",286,5,2,"A","Low","NoSalt","LowNut",286,2,2,75,"A",3,1,4,"4/30/18",1,"2",2,"","","","",34,29,"",0.1848,1.0691,0.3335,0.1387,"","","Mold","","","y",1,1.4387,0.3335,1.7722,"y",0.363739928,-1.098112414,0.572221713,NA,"y",NA,286,"5","20-Jul","11/2/18","2","G",4,7.7,"8.4",NA,"","no",1,"","","",20.9,"","","Argophyllus",0.00818,0.2774,1.8648,33,0.164521725366876
"ARG-403",263,4,12,"C","High","Salt","HighSalt",263,48,3,208,"F",4,4,10,"4/30/18",1,"4",2,"","","","",39,10,"",0.0987,0.324,0.0988,NA,"","","","","","y",1,0.5214,0.0988,0.6202,"n",-0.651237777,-2.314657674,-0.477713272,NA,"n",NA,263,"","","","","",NA,NA,"",NA,"","no",1,"","","",28.3,"","","Argophyllus",0.00818,NA,NA,33,NA
"ARG-403",36,1,18,"B","Low","Salt","Combo",36,36,1,56,"E",8,1,3,"4/30/18",1,"2",2,"","","","",18,16,"",0.046,0.0994,0.034,0.0269,"","","Mold","","","y",1,0.1914,0.034,0.2254,"y",-1.6533898,-3.381394754,-1.489878677,NA,"y",NA,36,"3","18-Jul","10/12/18","2","B",5,7.9,"8.7",NA,"","no",1,"","","",24.7,"","","Argophyllus",0.00818,0.0538,0.2332,33,0.101521342541263
"ARG-403",205,3,8,"D","Low","Salt","Combo",205,62,7,468,"C",12,2,28,"5/1/18",1,"4",2,"","","","",8,6,"",0.0422,0.2038,NA,NA,"","","Shelf Fall","","","y",1,0.2882,NA,NA,"n",-1.244100595,NA,NA,NA,"n",NA,205,"6","","","3 (maybe)","",NA,NA,"",NA,"","no",2,"","","",27,"","","Argophyllus",0.00818,NA,NA,32,NA
"ARG-403",54,1,18,"C","High","Salt","HighSalt",54,54,9,585,"A",9,7,35,"5/1/18",1,"4",2,"","","","",13,16,"",0.0344,0.2195,0.0568,0.0333,"","","Mold","","","y",1,0.2883,0.0568,0.3451,"y",-1.243753674,-2.868218953,-1.063921049,NA,"y",NA,54,"2","17-Jul","10/23/18","1","B",2,7.3,"8.6",NA,"","no",1,"","","",32.3,"","","Argophyllus",0.00818,0.0666,0.3773,32,0.119729639886113
"ARG-403",169,3,8,"B","Low","NoSalt","LowNut",169,26,8,549,"D",9,5,33,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.0985,0.7255,NA,0.0678,"","","","","","y",1,0.9225,NA,NA,"n",-0.080667903,NA,NA,NA,"n",NA,169,"6","","","3 (maybe)","",NA,NA,"",NA,"","no",2,"","","",14.5,"","","Argophyllus",0.00818,0.1356,NA,32,NA
"ARG-403",113,2,6,"C","Low","Salt","Combo",113,42,4,287,"F",11,3,21,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.0645,0.4716,0.0721,NA,"","","","19-Jun","","y",1,0.6006,0.0721,0.6727,"n",-0.509826123,-2.629701235,-0.396455814,NA,"y",NA,113,"1","11-Jul","10/25/18","1","C",11,7.5,"8.5",NA,"","no",2,"whole leaf","","",28.9,"","","Argophyllus",0.00818,0.0645,0.6727,33,0.13362446407324
"ARG-403",66,1,12,"D","High","Salt","HighSalt",66,66,7,490,"E",10,2,30,"5/1/18",1,"4",2,"","","","",17,6,"",0.0374,0.117,0.0289,0.0165,"","","Mold","","","y",1,0.1918,0.0289,0.2207,"y",-1.651302117,-3.543913684,-1.510950966,NA,"y",NA,66,"5","20-Jul","11/2/18","2","C",1,7.7,"8.3",NA,"","no",1,"","","",27.5,"","","Argophyllus",0.00818,0.033,0.2163,32,0.102342943198261
"ARG-403",253,4,2,"C","High","NoSalt","Control",253,38,3,193,"E",1,4,12,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.2906,2.3075,0.4479,0.2094,"","","Mold","","","y",1,2.8887,0.4479,3.3366,"y",1.060806574,-0.803185286,1.204952324,NA,"y",NA,253,"7","23-Jul","11/2/18","2","F",9,8,"8.5",NA,"","no",2,"","","",22.3,"","","Argophyllus",0.00818,0.4188,3.4648,33,0.183294486038962
"ARG-403",216,4,1,"A","High","NoSalt","Control",216,1,3,145,"A",1,1,7,"4/30/18",1,"4",2,"small","","","",NA,NA,"",0.0956,0.6488,0.0914,NA,"","","Mold","20-Jun","","y",1,0.84,0.0914,0.9314,"y",-0.174353387,-2.392509801,-0.071066448,NA,"y",NA,216,"13","2/26/19","2/27/19","3","E",4,7.6,"8.2",NA,"","no",1,"whole leaf","","",31.4,"","","Argophyllus",0.00818,0.0956,0.9314,33,0.143484747876776
"ARG-403",259,4,8,"C","High","NoSalt","Control",259,44,3,202,"E",10,4,14,"4/30/18",1,"4",2,"","","","",48,12,"",0.2636,1.5652,0.2615,0.1464,"","","Mold","","","y",1,2.0924,0.2615,2.3539,"y",0.738311733,-1.341320995,0.856073527,NA,"y",NA,259,"12","1/28/19","1/28/19","3","F",5,7.8,"8.4",NA,"","no",2,"","","",29.8,"","","Argophyllus",0.00818,0.2928,2.3831,33,0.171953493621656
"ARG-403",77,2,6,"A","Low","Salt","Combo",77,6,4,224,"A",8,4,17,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.0739,0.452,0.0621,0.0486,"","","","19-Jun","","y",1,0.5998,0.0621,0.6619,"n",-0.511159013,-2.77900929,-0.412640792,NA,"y",NA,77,"1","11-Jul","10/23/18","1","B",12,7.3,"8.4",NA,"","no",2,"","","",30.9,"","","Argophyllus",0.00818,0.0972,0.6852,33,0.13418238229804
"ARG-403",251,4,18,"B","Low","NoSalt","LowNut",251,36,3,190,"D",10,1,9,"4/30/18",1,"4",2,"","","","",42,12,"",0.2244,1.0608,0.3318,0.136,"","","Mold","","","y",1,1.5096,0.3318,1.8414,"y",0.411844715,-1.103222901,0.610526152,NA,"y",NA,251,"12","2/15/19","2/22/19","3","F",2,7.2,"8.4",NA,"","no",2,"","","",19.5,"","","Argophyllus",0.00818,0.272,1.889,33,0.164912445966268
"ARG-403",277,4,8,"D","High","NoSalt","Control",277,62,6,422,"F",2,2,27,"5/1/18",1,"2",2,"","","","",37,15,"",0.2288,0.628,0.1893,0.122,"0.1233","","Mold","","2 RNA Bags","y",1,1.0856,0.1893,1.2749,"y",0.08213283,-1.664422221,0.242867744,NA,"y",NA,277,"1","6-Jul","10/29/18","1","G",5,7.7,"8.7",NA,"","no",2,"","tube opened in liquid nitrogen","Grouped with 445-373",23.2,"","","Argophyllus",0.00818,0.244,1.2901,32,0.158149464472389
"ARG-403",236,4,3,"B","Low","Salt","Combo",236,21,3,174,"C",6,4,16,"4/30/18",1,"4",2,"","","","",12,6,"",0.0998,0.1755,0.0533,NA,"","","Mold","16-Jun","","y",1,0.3751,0.0533,0.4284,"y",-0.980562622,-2.931818948,-0.84769794,NA,"y",NA,236,"2","17-Jul","10/19/18","1","F",10,7.8,"8.6",NA,"","no",2,"whole leaf; marked leaf looks eaten","","",22.7,"","","Argophyllus",0.00818,0.0998,0.4284,33,0.11995046024118
"ARG-403",98,2,9,"B","High","Salt","HighSalt",98,27,4,266,"E",2,3,20,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.1111,0.6845,0.1038,0.0747,"","","","20-Jun","","y",1,0.9067,0.1038,1.0105,"n",-0.097943644,-2.265289308,0.010445258,NA,"y",NA,98,"12","1/29/19","1/31/19","3","B",8,7.7,"ok",NA,"","no",2,"","","",30.6,"","","Argophyllus",0.00818,0.1494,1.0488,33,0.147082114601056
"ARG-403",115,2,8,"C","High","NoSalt","Control",115,44,6,361,"A",1,3,26,"5/1/18",1,"2",2,"","","","",NA,NA,"",0.1738,2.6313,0.2546,0.1263,"","","","20-Jun","","y",1,2.9789,0.2546,3.2335,"n",1.091554105,-1.368061593,1.173565142,NA,"y",NA,115,"3","18-Jul","10/30/18","2","D",3,7.5,"8.4",NA,"","no",2,"","","",24,"","","Argophyllus",0.00818,0.2526,3.3123,32,0.18761581064058
"ARG-422",57,1,3,"D","High","Salt","HighSalt",57,57,9,589,"B",1,5,35,"5/1/18",1,"4",4,"","","","",13,9,"",0.0338,0.0553,0.0295,NA,"","","Mold","","","y",1,0.1229,0.0295,0.1524,"y",-2.096384262,-3.523365016,-1.881246636,NA,"y",NA,57,"12","2/15/19","2/18/19","3","B",2,7.9,"8.6",NA,"","no",2,"whole leaf","","",18.7,"","","Argophyllus",0.00967777777777778,0.0338,0.1524,32,0.0861461355228221
"ARG-422",31,1,13,"B","Low","Salt","Combo",31,31,1,51,"E",3,4,6,"4/30/18",1,"4",4,"","","","",25,21,"",0.1087,0.2548,0.0862,0.0684,"","","Mold","","","y",1,0.4722,0.0862,0.5584,"y",-0.750352654,-2.451085101,-0.582679728,NA,"y",NA,31,"5","20-Jul","10/12/18","3","A",6,8,"8.6",NA,"","no",1,"","","",16.9,"","","Argophyllus",0.00967777777777778,0.1368,0.5865,33,0.124373950350645
"ARG-422",213,3,16,"D","High","Salt","HighSalt",213,70,7,486,"E",6,1,31,"5/1/18",1,"2",2,"","","","",7,4,"",0.0271,0.067,0.0093,NA,"","","Mold","","","y",1,0.1212,0.0093,0.1305,"y",-2.110313205,-4.677740879,-2.036382052,NA,"y",NA,213,"12","1/29/19","2/11/19","3","E",3,7.9,"8.5",NA,"","no",2,"whole leaf","","",15.3,"","","Argophyllus",0.00967777777777778,0.0271,0.1305,32,0.0812981537575159
"ARG-422",15,1,15,"A","Low","NoSalt","LowNut",15,15,1,26,"C",2,4,4,"4/30/18",1,"4",4,"","","","",36,33,"",0.1733,0.6151,0.1661,0.1007,"","","Mold","","","y",1,0.9617,0.1661,1.1278,"y",-0.039052727,-1.795165262,0.120268832,NA,"y",NA,15,"3","18-Jul","10/9/18","1","A",7,7.8,"8.6",NA,"","no",1,"","","",17.8,"","","Argophyllus",0.00967777777777778,0.2014,1.1559,33,0.144933401023575
"ARG-422",157,3,14,"A","Low","NoSalt","LowNut",157,14,8,527,"B",11,3,34,"5/1/18",1,"4",4,"","","","",NA,NA,"",0.2953,2.2151,0.3342,0.201,"","","Mold","","","y",1,2.8057,0.3342,3.1399,"y",1.031653062,-1.096015663,1.144190952,NA,"y",NA,157,"12","2/15/19","2/18/19","3","C",6,8.1,"8.1",NA,"","no",2,"","","Grouped with HA 89",20.3,"","","Argophyllus",0.00967777777777778,0.402,3.2466,32,0.181735352104828
"ARG-422",228,4,13,"A","Low","NoSalt","LowNut",228,13,3,163,"B",7,7,14,"4/30/18",1,"4",2,"","","","",35,30,"",0.3686,1.4528,0.3894,0.1934,"","","Mold","16-Jun","","y",1,2.19,0.3894,2.5794,"y",0.783901544,-0.943148186,0.947556814,NA,"y",NA,228,"8","24-Jul","11/16/18","2","E",12,7.7,"5.7",NA,"","no",1,"","","",19.7,"","","Argophyllus",0.00967777777777778,0.3868,2.5976,33,0.169470027705042
"ARG-422",256,4,5,"C","High","Salt","HighSalt",256,41,3,198,"E",6,2,19,"4/30/18",1,"2",2,"","","","",NA,NA,"",0.0995,0.3754,0.073,NA,"","","Mold","21-Jun","","y",1,0.5744,0.073,0.6474,"y",-0.554429261,-2.617295838,-0.434790937,NA,"y",NA,256,"11","11/20/18","11/27/18","2","F",10,7.8,"8.2",NA,"","no",2,"whole leaf","","",25.4,"","","Argophyllus",0.00967777777777778,0.0995,0.6474,33,0.12736763742333
"ARG-422",91,2,2,"B","High","NoSalt","Control",91,20,4,250,"C",10,5,22,"4/30/18",1,"2",2,"","","","",NA,NA,"",0.3932,4.6542,NA,0.2265,"","","Shelf Fall","","","y",1,5.4406,NA,NA,"n",1.693889349,NA,NA,NA,"y",NA,91,"3","18-Jul","10/16/18","1","C",3,7.6,"8.6",NA,"","no",2,"","","",23.3,"","","Argophyllus",0.00967777777777778,0.453,NA,33,NA
"ARG-422",11,1,11,"A","Low","Salt","Combo",11,11,1,20,"B",8,4,2,"4/30/18",1,"4",4,"","","","",22,20,"",0.0779,0.2464,0.0851,0.0316,"","","Mold","","","y",1,0.4022,0.0851,0.4873,"y",-0.910805802,-2.463928243,-0.718875329,NA,"y",NA,11,"3","18-Jul","10/12/18","2","A",4,7.6,"8.9",NA,"","no",2,"","","",18.9,"","","Argophyllus",0.00967777777777778,0.0632,0.4726,33,0.117830819946381
"ARG-422",242,4,9,"B","Low","NoSalt","LowNut",242,27,3,181,"D",1,2,16,"4/30/18",1,"4",4,"","","","",NA,NA,"",0.2276,0.8722,0.5485,0.1392,"","","Mold","17-Jun","","y",1,1.3274,0.5485,1.8759,"y",0.283222142,-0.600567999,0.629088544,NA,"n",NA,242,"12","2/15/19","2/25/19","3 (maybe)","",NA,NA,"7.6",NA,"","no",2,"","","",18.5,"","","Argophyllus",0.00967777777777778,0.2784,1.9267,33,0.160416111132257
"ARG-422",122,2,15,"C","High","NoSalt","Control",122,51,6,372,"A",12,6,25,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.2861,3.2189,0.1755,0.2177,"","","","20-Jun","","y",1,3.7911,0.1755,3.9666,"n",1.332656214,-1.740116236,1.377909305,NA,"y",NA,122,"3","18-Jul","10/16/18","1","D",4,7.5,"8.4",NA,"","no",2,"lots of bugs","","",16,"","","Argophyllus",0.00967777777777778,0.4354,4.1159,32,0.189149390459503
"ARG-422",16,1,16,"A","Low","NoSalt","LowNut",16,16,1,28,"C",4,4,5,"4/30/18",1,"4",4,"","","","",52,48,"",0.0875,0.7987,0.1643,0.0706,"","","Mold","","","y",1,0.9737,0.1643,1.138,"y",-0.026652031,-1.806061254,0.129272336,NA,"y",NA,16,"5","20-Jul","11/2/18","2","A",7,7.8,"8.5",NA,"","no",2,"","","",29.7,"","","Argophyllus",0.00967777777777778,0.1412,1.1917,33,0.145857691865895
"ARG-422",243,4,10,"B","High","Salt","HighSalt",243,28,3,182,"D",2,2,17,"4/30/18",1,"3",3,"","","","",26,6,"",0.0995,0.3329,0.1226,NA,"","","Mold","16-Jun","","y",1,0.5319,0.1226,0.6545,"y",-0.631299777,-2.098828255,-0.423883694,NA,"y",NA,243,"7","23-Jul","11/2/18","2","F",4,7.9,"8.5",NA,"","no",2,"whole leaf","","",19.6,"","","Argophyllus",0.00967777777777778,0.0995,0.6545,33,0.127698159964476
"ARG-422",312,5,10,"B","Low","NoSalt","LowNut",312,28,2,119,"D",11,7,11,"4/30/18",1,"4",2,"","","","",15,10,"",0.1814,0.6835,0.121,0.1107,"","","Mold","18-Jun","","y",1,1.0463,0.121,1.1673,"y",0.045260131,-2.111964733,0.15469339,NA,"y",NA,312,"12","1/24/19","1/25/19","3","G",7,8.1,"ok",NA,"","no",1,"","","",15.2,"","","Argophyllus",0.00967777777777778,0.2214,1.2073,33,0.14625180102473
"ARG-422",92,2,3,"B","Low","Salt","Combo",92,21,4,252,"C",12,5,23,"4/30/18",1,"2",2,"","","","",NA,NA,"",0.1186,0.8189,0.0972,0.0753,"","","","20-Jun","","y",1,1.0561,0.0972,1.1533,"n",0.054582878,-2.330984568,0.142627398,NA,"y",NA,92,"1","11-Jul","10/23/18","1","C",4,7.7,"8.6",NA,"","no",2,"","","",20.9,"","","Argophyllus",0.00967777777777778,0.1506,1.1853,33,0.145694511501916
"ARG-422",68,1,14,"D","High","Salt","HighSalt",68,68,7,493,"F",1,1,33,"5/1/18",1,"4",4,"","","","",12,8,"",0.068,0.2149,0.0402,NA,"","","","","","y",1,0.3509,0.0402,0.3911,"n",-1.047253996,-3.213888283,-0.938791997,NA,"y",NA,68,"5","20-Jul","10/9/18","1","B",6,7.1,"8.3",NA,"","no",1,"","","",26.2,"","","Argophyllus",0.00967777777777778,NA,NA,32,NA
"ARG-422",252,4,1,"C","Low","Salt","Combo",252,37,3,191,"D",11,2,18,"4/30/18",1,"4",4,"","","","",NA,NA,"",0.1267,0.441,NA,NA,"","","Mold and Shelf Fall","","","y",1,0.6944,NA,NA,"y",-0.364707116,NA,NA,NA,"y",NA,252,"1","13-Jul","10/19/18","1","F",12,7.1,"8.4",NA,"","no",2,"whole leaf","","",18.6,"","","Argophyllus",0.00967777777777778,0.1267,NA,33,NA
"ARG-422",195,3,16,"C","Low","Salt","Combo",195,52,7,449,"B",5,1,29,"5/1/18",1,"2",2,"","","","",8,6,"",0.0455,0.1495,0.0371,NA,"","","Mold","","","y",1,0.2405,0.0371,0.2776,"y",-1.425035189,-3.294138309,-1.28157405,NA,"y",NA,195,"1","13-Jul","10/30/18","1","F",3,7.4,"8.4",NA,"","no",2,"whole leaf","","",17.1,"","","Argophyllus",0.00967777777777778,0.0455,0.2776,32,0.10488590381595
"ARG-422",294,5,10,"A","High","NoSalt","Control",294,10,2,87,"B",3,7,10,"4/30/18",1,"4",4,"","","","",49,42,"",0.3022,1.38,0.2124,0.1968,"","","Mold","","","y",1,1.9844,0.2124,2.1968,"y",0.685316601,-1.54928399,0.787001756,NA,"y",NA,294,"8","24-Jul","11/16/18","2","G",6,7.9,"8.6",NA,"","no",1,"","","gropued with RHA 377",19.2,"","","Argophyllus",0.00967777777777778,0.3936,2.2882,33,0.165626922871049
"ARG-422",302,5,18,"A","High","NoSalt","Control",302,18,2,101,"C",5,4,8,"4/30/18",1,"4",2,"","","","",57,14,"",0.3384,2.5719,0.3978,0.1922,"","","Mold","","","y",1,3.2487,0.3978,3.6465,"y",1.178254916,-0.921805913,1.293767803,NA,"y",NA,302,"9","10/29/18","12/3/18","2","G",8,7.9,"8.5",NA,"","no",1,"","","",27.2,"","","Argophyllus",0.00967777777777778,0.3844,3.6925,33,0.18012808205707
"ARG-422",349,5,11,"D","High","NoSalt","Control",349,65,5,324,"C",12,3,24,"5/1/18",1,"4",4,"","","","",37,10,"",0.2426,1.5355,0.1524,0.1798,"","","Mold","18-Jun","","y",1,2.0207,0.1524,2.1731,"y",0.703443986,-1.881246636,0.77615472,NA,"y",NA,349,"13","2/26/19","2/28/19","3","H",7,7.6,"8",NA,"","no",1,"","","",29,"","","Argophyllus",0.00967777777777778,0.3596,2.2901,32,0.17082870178734
"ARG-PAD",88,2,17,"A","High","Salt","HighSalt",88,17,4,246,"C",6,2,12,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.1179,0.8384,0.0939,0.0596,"","","","20-Jun","","y",1,1.0742,0.0939,1.1681,"n",0.071576198,-2.365524893,0.155378497,NA,"y",NA,88,"11","11/20/18","11/27/18","2","C",7,7.8,"8.2",NA,"","no",2,"","","",29.9,"","","Argophyllus",0.01591,0.1192,1.1694,33,0.130221158587633
"ARG-PAD",172,3,11,"B","High","Salt","HighSalt",172,29,8,553,"E",1,10,34,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.109,0.3745,NA,NA,"","","Mold and Shelf Fall","","","y",1,0.5925,NA,NA,"y",-0.523404406,NA,NA,NA,"y",NA,172,"8","24-Jul","11/19/18","2","D",12,7.9,"8.5",NA,"","no",2,"whole leaf","","",22.3,"","","Argophyllus",0.01591,0.109,NA,32,NA
"ARG-PAD",89,2,18,"A","Low","NoSalt","LowNut",89,18,4,247,"C",7,2,13,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.3188,3.5979,0.6955,0.1869,"","","","20-Jun","","y",1,4.2355,0.6955,4.931,"n",1.443501385,-0.363124268,1.595541807,NA,"y",NA,89,"13","2/22/19","3/8/19","3","B",5,7.6,"7.6",NA,"","no",2,"","","",19.8,"","","Argophyllus",0.01591,0.3738,4.986,33,0.174164891567691
"ARG-PAD",170,3,9,"B","High","NoSalt","Control",170,27,8,550,"D",10,9,33,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.4308,6.276,0.5974,0.228,"","","","","","y",1,7.1376,0.5974,7.735,"n",1.965376585,-0.515168373,2.045755484,NA,"y",NA,170,"6","","3/4/19","3","C",11,7.6,"8.3",NA,"","no",2,"","","Grouped with HA 89",16.8,"","","Argophyllus",0.01591,0.456,7.7602,32,0.193431735740354
"ARG-PAD",212,3,15,"D","High","Salt","HighSalt",212,69,7,482,"E",2,6,29,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1887,0.9613,NA,0.1541,"","","Mold and Shelf Fall","","","y",1,1.3387,NA,NA,"y",0.291698994,NA,NA,NA,"n",NA,212,"6","","","3 (maybe)","",NA,NA,"",NA,"","no",2,"","","",24.2,"","","Argophyllus",0.01591,0.3082,NA,32,NA
"ARG-PAD",142,2,17,"D","Low","NoSalt","LowNut",142,71,6,405,"D",9,10,25,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.4462,3.388,0.5463,0.2178,"","","","19-Jun","","y",1,4.2804,0.5463,4.8267,"n",1.454046463,-0.604587004,1.574163004,NA,"y",NA,142,"1","13-Jul","10/25/18","1","E",1,7.3,"8.2",NA,"","no",2,"","","",22.8,"","","Argophyllus",0.01591,0.4356,4.8161,32,0.178524122141968
"ARG-PAD",328,5,8,"C","High","NoSalt","Control",328,44,5,292,"A",4,2,18,"5/1/18",1,"4",2,"","","","",33,13,"",0.305,2.2566,0.4471,0.2183,"","","Mold","18-Jun","","y",1,2.8666,0.4471,3.3137,"y",1.053126659,-0.804972996,1.19806539,NA,"y",NA,328,"9","11/2?","1/14/19","3","G",10,7.7,"8.4",NA,"","no",1,"","","",20,"","","Argophyllus",0.01591,0.4366,3.4453,32,0.168056825626099
"ARG-PAD",147,3,4,"A","High","NoSalt","Control",147,4,8,511,"A",7,6,30,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1264,0.7145,NA,0.0798,"","","Shelf Fall","","","y",1,0.9673,NA,NA,"n",-0.033246594,NA,NA,NA,"y",NA,147,"1","11-Jul","10/25/18","1","E",4,5.9,"7.9",NA,"","no",2,"whole leaf","","",17.4,"","","Argophyllus",0.01591,0.1264,NA,32,NA
"ARG-PAD",109,2,2,"C","Low","Salt","Combo",109,38,4,281,"F",5,2,16,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.1488,1.4502,0.1661,0.0851,"","","","20-Jun","","y",1,1.7478,0.1661,1.9139,"n",0.558357854,-1.795165262,0.649143045,NA,"y",NA,109,"10","11/9/18","30-Nov","2","D",2,7.6,"8",NA,"","no",2,"","","",21.6,"","","Argophyllus",0.01591,0.1702,1.9353,33,0.145486963328988
"ARG-PAD",314,5,12,"B","Low","Salt","Combo",314,30,2,123,"E",3,5,6,"4/30/18",1,"4",2,"","","","",13,8,"",0.1117,0.3992,0.137,0.1029,"","","Mold","18-Jun","","y",1,0.6226,0.137,0.7596,"y",-0.473851021,-1.987774353,-0.2749633,NA,"y",NA,314,"1","13-Jul","10/30/18","1","H",8,7.7,"8.4",NA,"","no",1,"","","",24.4,"","","Argophyllus",0.01591,0.2058,0.8537,33,0.12068581823232
"ARG-PAD",64,1,10,"D","Low","NoSalt","LowNut",64,64,5,355,"F",7,4,22,"5/1/18",1,"4",4,"","","","",30,22,"",0.2268,1.1324,0.4249,0.2066,"","","Mold","","","y",1,1.586,0.4249,2.0109,"y",0.461215123,-0.855901432,0.698582383,NA,"y",NA,64,"5","20-Jul","11/2/18","2","B",12,7.4,"8.1",NA,"","no",1,"","","",15.8,"","","Argophyllus",0.01591,0.4132,2.1973,32,0.154001149079798
"ARG-PAD",101,2,12,"B","High","NoSalt","Control",101,30,4,270,"E",6,2,15,"4/30/18",1,"4",2,"","","","",NA,NA,"",0.473,5.5659,0.4793,0.2248,"","","","19-Jun","","y",1,6.5119,0.4793,6.9912,"n",1.873631272,-0.735428573,1.944652215,NA,"y",NA,101,"8","24-Jul","11/6/18","2","C",11,7.8,"8.5",NA,"","no",2,"","","",22,"","","Argophyllus",0.01591,0.4496,6.9678,33,0.184306271913032
"ARG-PAD",182,3,3,"C","Low","Salt","Combo",182,39,8,574,"F",10,8,35,"5/1/18",1,"4",2,"","","","",NA,NA,"",0.1501,1.1053,0.2035,NA,"","","","","","y",1,1.4055,0.2035,1.609,"n",0.340393111,-1.592089274,0.475612868,NA,"y",NA,182,"12","2/15/19","2/18/19","3","D",4,7.9,"8.3",NA,"","no",2,"whole leaf","","",17.9,"","","Argophyllus",0.01591,0.1501,1.609,32,0.144263134520084
"ARG-PAD",234,4,1,"B","Low","NoSalt","LowNut",234,19,3,172,"C",4,3,9,"4/30/18",1,"4",4,"","","","",NA,NA,"",0.3085,3.5261,0.6955,0.2124,"","","Mold","21-Jun","","y",1,4.1431,0.6955,4.8386,"y",1.4214443,-0.363124268,1.576625423,NA,"n",NA,234,"13","2/26/19","2/27/19","3 (maybe)","",NA,NA,"7.8",NA,"","no",2,"","","",16.9,"","","Argophyllus",0.01591,0.4248,4.9549,33,0.173975285532607
"ARG-PAD",285,5,1,"A","High","Salt","HighSalt",285,1,2,74,"A",2,5,4,"4/30/18",1,"4",2,"","","","",33,28,"",0.1003,0.668,0.2311,0.1298,"","","Mold","","","y",1,0.8686,0.2311,1.0997,"y",-0.140872559,-1.464904762,0.095037415,NA,"y",NA,285,"2","17-Jul","10/19/18","1","G",8,7.3,"8.2",NA,"","no",1,"","","",23.3,"","","Argophyllus",0.01591,0.2596,1.259,33,0.132458339142262
"ARG-PAD",319,5,17,"B","High","Salt","HighSalt",319,35,2,131,"E",11,5,7,"4/30/18",1,"4",2,"","","","",22,8,"",0.125,0.5491,0.1212,NA,"","","Mold","18-Jun","","y",1,0.7991,0.1212,0.9203,"y",-0.224269185,-2.110313205,-0.083055575,NA,"y",NA,319,"13","2/28/19","3/4/19","3","G",9,7.9,"8.3",NA,"","no",1,"whole leaf","","",27.7,"","","Argophyllus",0.01591,0.125,0.9203,33,0.122962177621064
