"","AEcyan","AEyellow4","AEblue4","AEdarkseagreen4","AEsienna4","AEdarkolivegreen2","AEcoral3","AEpalevioletred1","AEplum3","AElightgreen","AEskyblue1","AElavenderblush2","AElightcyan","AEnavajowhite","AEmediumpurple2","AEplum2","AEbisque4","AEdarkorange2","AEmagenta","AEbrown4","AEnavajowhite2","AEdarkturquoise","AEpaleturquoise","AEhoneydew1","AElavenderblush1","AEantiquewhite2","AEpalevioletred2","AEskyblue","AEgreen4","AEthistle","AElightcyan1","AEthistle2","AEgreen","AEorangered4","AEcoral2","AEthistle4","AElightpink3","AElightpink4","AEthistle1","AEmediumpurple3","AEred","AEsteelblue","AEplum","AEnavajowhite1","AEyellow3","AEsalmon1","AEtan","AEdarkseagreen3","AEdarkviolet","AEdarkgreen","AElavenderblush3","AEsienna3","AEcoral1","AEsalmon","AEmediumpurple4","AEmidnightblue","AEblue","AEsalmon4","AEbrown","AEpink","AEivory","AEpurple","AEviolet","AEyellowgreen","AEcoral","AElightsteelblue1","AEdarkmagenta","AEskyblue2","AEorange","AEpink4","AEyellow","AEpalevioletred3","AEthistle3","AEfirebrick3","AElightsteelblue","AEgreenyellow","AEroyalblue","AEdarkgrey","AEdarkseagreen2","AEantiquewhite4","AEmediumorchid","AEfloralwhite","AEplum4","AEblueviolet","AEbrown2","AEskyblue3","AEdarkorange","AEmaroon","AElightpink2","AEsalmon2","AEchocolate4","AEblue2","AEorangered1","AEdarkolivegreen","AEfirebrick4","AEmediumpurple1","AEdeeppink","AEmagenta3","AEtan4","AEdarkslateblue","AEindianred3","AEturquoise","AEblack","AEgrey60","AEmagenta4","AEsaddlebrown","AEorangered3","AElightslateblue","AEplum1","AEdarkred","AElightyellow","AEdarkolivegreen4","AEskyblue4","AEindianred4","AEhoneydew","AEwhite","AElightblue4","AElightcoral"
"168",-0.604840581552459,-0.605309259259304,0.589180123318503,0.376490756140815,0.150391438318618,0.393442463426298,0.95518988888541,0.42096075170694,0.286878741953872,-0.699470282688448,-0.460749819016223,-0.745976971423594,-0.325038298980857,-1.22280980035293,0.170487386966404,0.122298294171437,0.508772003184108,0.148903603299272,0.639123564369953,0.324540082970655,0.157536997663501,-0.656087020154979,-0.56662286533184,-0.977716415887319,-0.812055612024456,-1.61804273643097,-1.01570473549573,-1.03415396695574,1.7185095346854,1.17593049456375,0.380772368625926,-0.0913543412948947,0.0887836463824413,-0.513514214869977,0.00656748737473988,-0.772098480903901,-0.39447830273426,0.169107093824182,-0.429341419949712,-0.729910496271539,-0.509614495982138,0.569836304139374,0.818130101364802,0.982362620022091,0.984636095765703,1.01782038871936,0.625758036708039,0.383174011368761,0.696264634621736,2.33319605901499,0.312755147765633,0.747635503890831,0.171617304950417,0.757465547275951,0.713461080975322,-0.424660896794525,0.361861665417473,0.112232306095586,0.552760270214858,-0.212506396291687,0.264361227143182,-1.17825051542012,0.188285519594835,-0.594839964372858,-0.47341037675604,0.643432183422959,-0.421621570856354,0.47717486504117,0.301293487736907,0.0843060472498237,-1.24124463362254,-1.25590268355499,-0.670850379289811,0.977954909148115,0.654402066816167,0.728218774909575,0.323062698736122,0.647914583484102,0.720566316000824,-0.785121840486683,0.139715362133255,-0.571198015280117,-0.633403721030364,-0.531692835514916,-0.172922941785062,-0.766715079843203,0.710975848110796,-0.537234246098458,-0.168954351509831,0.137315744944115,0.0194481593164127,1.12124255448252,0.480863903966206,0.538043100074312,0.894867312388558,0.717700420903848,0.0237180304904193,1.32614438275257,-0.770486324800348,-0.0128242573705567,-0.290967223742832,-0.199041048026633,0.746617290697225,0.496265344432081,0.496874043175176,1.78477490263381,-0.595507997214072,1.29474412375791,0.85240323778442,0.322019293688165,0.416257071461878,-1.21700446621826,-0.38518844633429,-0.905127873278975,-0.33907247247281,-0.826207054725475,0.581191800752634,-0.402883170438646
"175",0.102563554902514,-0.452832202544501,-1.09270298883683,-1.0925864700737,0.0330953350052542,-0.124278309480211,0.453976956854627,-0.133540328318953,-0.301450447347023,-0.603992673549651,-0.411688947534551,1.07521803645753,1.22591216487542,-0.251874475217245,-0.420438366983232,-0.278801099546734,-0.838672110263245,-0.692273719324385,-0.723226092447265,0.14915972275302,0.0465959968374536,-0.870324485054783,-0.463408022339872,0.703194983135112,0.62534222905406,0.645755253441902,-0.969285019131914,-1.10290802379336,-0.0438424336424036,0.325081825723371,0.0245465799313242,-0.146466642324594,-0.276196845299255,-0.697152391328483,-1.08177456630011,-0.807835279525647,-0.370707428380737,-0.205958133901262,-0.921477722674468,-0.97109012939359,-0.568114214230837,0.265628476448681,1.05571129285215,0.173373047996764,0.827051288857428,0.720492943840046,0.434455882582499,-0.032908957920146,-0.377974967897296,0.0425242550789346,0.0590556227110242,0.598562305689702,-0.258714832902254,0.00332540480830465,0.185126009524853,-0.317207234797757,0.254727518150352,0.824076603495443,0.452072630311775,0.802094072325204,0.227853752773746,0.808777758905989,0.450589375392594,0.66108367315685,-0.295309458250499,-0.223354074887217,-0.18028845673209,0.0332284301822699,-0.561810561419839,0.0284090052139394,0.42708846795481,0.287235781121255,0.788233304378521,1.07933645273969,0.684335031732205,0.51831944426252,0.0872967840401611,0.390697057472518,-0.0154299715955997,-0.724159626608303,-0.969070651687481,0.696846115662989,-0.0799795556585309,-0.815447041211227,-0.360857625359079,-0.30976495679302,0.373446703519309,0.781974214055183,-1.56759559828443,-1.54144085994263,-0.714723966925547,-0.735500358778257,-1.57703622811192,-0.522166540876479,-1.0789550322636,-0.578450829513405,-0.907522157530682,-0.98642708211338,0.20762707455896,0.107691646898339,0.0421886823974911,-0.106703234235149,-0.569743507365821,-0.55322777136377,-0.2223479690525,-0.238812021187478,-0.262316188285601,-0.208155150804362,-0.321856654885359,-0.241813930142744,0.0642066756553255,-1.30515403105767,-1.12474739046138,1.02694545032698,-0.0833751953219288,-0.0527307359715776,-0.323508688506454,-0.185380130845779
"176",0.144968676149883,0.625565670282916,0.404265353103714,0.566237253220045,0.622020391171176,0.940109417313148,0.512512589805473,0.673709725212276,-0.479412107673783,0.720114338820089,-0.377642624198144,0.405475340422249,-0.178683542372272,0.081271164646852,-0.202258545394364,-0.433326710126014,-0.521062045477053,0.213771908118177,0.125099947696236,0.240702304340659,-0.756935348099269,0.827461547756844,1.11259716947001,0.682599590759017,0.91354842696837,0.569719883622809,0.936258619264091,0.484112874265292,-0.449924259300975,0.102633511046485,0.136904677444863,0.245724653830414,0.138752701879828,0.587562052260106,0.139278955676466,1.3018050898986,0.679665694332268,0.694902443975266,0.725816427286801,1.04430924048362,0.751298198780029,-1.30480396181793,-0.999598892866173,-0.940678777305705,-1.47062676160478,-0.655518054374138,-0.818505483715421,-0.160613636540724,-0.134195750096728,-1.18559404141695,0.266784671539581,-0.8053032053369,-1.06776964518946,-0.467326662492272,-0.594940215495469,0.693876330334558,-0.273886414886553,-0.868480084222292,-0.695613967462409,-0.497940649489871,0.154700301116336,-0.147243093131341,-0.333021117906796,-0.325058746013873,1.03197266484972,0.525394630771746,0.925182846448364,0.625550861873881,1.15585254559034,1.13831961700635,-0.547140137586359,0.0872385449419127,-0.455603416511628,-0.14839802464995,0.891186884526227,-0.498791284614325,-0.134479235071188,0.674641875088488,0.661599840911937,0.546275004308577,-7.33454077289425e-05,-0.354926087915396,-0.87513916241222,0.11111616927371,-0.0491387235251895,-0.897103310099629,-0.975903161864122,-0.642136034860298,0.716633985170714,0.703141831649633,-0.33285814522402,-0.195738116487804,-0.4762444577638,-0.320694089446974,-0.627667109701208,-0.88521754717597,-0.0254819933034663,-0.539404793861644,-0.651322924048611,0.138679766011826,-0.0643806734567395,0.520764037581601,0.258463099746604,0.168045974240621,-0.369913023039981,-0.54755351543398,0.610331515770245,0.241585889444429,0.83732536649042,0.56040264454224,0.262212642723002,0.41435741133393,-0.52528384397855,0.925414191582133,0.154942790210464,0.627098427720083,0.415492442802353,0.719248508583034
"179",0.161041594886336,0.0419343353903982,0.31658179925367,0.619950978478447,0.609141535040584,0.342844907386663,-0.198079817532998,0.139710775884345,0.202447964676773,0.709365124438139,1.20786484940875,-0.050074855179463,-0.105683864514956,-0.511493162460203,-0.294459142084944,-0.252453502207495,-0.132908459640135,-0.091610540440002,-0.0181818562164696,1.05437496742012,0.160447063253639,0.770812688939246,1.04252937728212,0.444505232892565,0.564526232055627,0.291369692806651,0.412080201491945,0.41502756611671,-0.745397178099233,-0.805803227523668,-0.354738650744305,-0.350767892219956,0.0907566297350046,0.0331055347795919,-0.634574486951525,-0.522859968837283,-0.0196241743242272,-0.111124942144419,0.0129423096237564,-0.0542472172910443,0.0813404970458256,0.550402204664242,-0.631783495114529,-0.813119553095779,-0.28738362375044,-0.403998495205407,-0.863538303851433,0.311882759857136,0.514582262628784,-0.382280100184546,0.59258175002995,0.292380483309907,0.529616906363395,0.240266514508553,-0.510238080915953,-0.699364961743456,0.101648589299386,-0.34196213766773,0.275698304952795,0.110394320069448,0.417919201896636,-0.260968860112105,0.337767201433968,0.331467099089646,-0.592747652108648,-1.22936169317692,-0.445960422594323,0.64075093350079,0.49723233748095,0.609416376742392,-0.656671735098741,-0.497848332740088,-1.18262700104358,-0.430789854799518,-0.158229838571765,-0.598011606459833,-0.529444347635384,-0.892072717224765,-0.757662599324886,0.0339275176307226,-0.215376467497724,-0.394285555834044,-0.428653887973178,0.232278835880053,-0.290281299353604,0.924289810904192,0.490134504833795,0.85401490176603,0.740433919277818,-0.101040527931798,-0.525916260447967,-0.603819576369915,0.0139205215182663,-0.442027996595959,-0.535922242191932,0.334363531173746,0.40406192253482,-0.366621460163988,0.202085503536026,0.723304245173024,0.709878528812679,0.177934587215617,-0.207203539448702,-0.316638864299805,0.104320565355676,-0.324836870730915,0.344249332042458,0.0738539159932476,0.345976449106536,0.258806426952432,0.35862123135409,0.39822779740832,0.684749026868804,1.27638726678658,0.607418501896651,0.52677757655674,0.305735238663217,0.51395971537244
"180",0.836595122937112,0.122282796338928,-0.143122321223142,0.361968376483923,0.184098135889355,-0.341373315739547,-0.395986475076228,-0.145882978037332,0.514947675998906,0.587658111699882,0.905225877137956,-1.42475186288186,-0.680045101193272,0.308224185808179,0.334289689610577,0.75577767948517,0.394407412598933,-0.0200866625299776,-0.268790533787589,1.30072537326467,1.24489938060329,0.583096285954891,0.679264817613876,0.319916364161591,0.429747307341209,0.21542996018813,-0.374598297733978,0.395653171120338,-0.502367716279167,-0.979893102695397,-0.158655862668171,-0.0780687128397423,-0.0636590293620892,-0.679015105743763,-1.13606947096309,-0.301453019771352,-0.288257210728526,-0.80526566380107,-1.01669634108024,-1.15323718842,-0.812368370956646,0.541205663156431,-0.128383925881752,-0.411444159526912,0.0490041518588977,-0.366852254362073,-0.841130626948451,-0.856401573378164,-0.0889168467682173,1.00803016718566,-0.404165304305878,0.147874972956616,0.717735301744032,0.457321451543576,0.318671393924191,0.100952391049008,0.501754367787462,1.10958369552147,0.646731756256163,1.14913276442095,1.22734714066238,0.739118282899358,0.71717396373316,1.18643630789436,-0.701806771325461,-1.45972680300359,-0.614279111884889,-0.237775361606592,-0.885487332775894,-0.302437060009219,0.806743287353523,0.167029134584986,0.101563073464801,-0.492647291558935,-0.636561746344765,-0.626773146953053,-0.661438084877935,-0.993696930333627,-0.878713863746959,-0.716335741937172,-0.720995264895768,-0.472306403239697,0.288882362341188,0.0760915957943064,-0.606573706223008,0.644560790380037,0.469051222727775,0.738423424225888,-0.433774941709429,-0.313054022008467,-0.162699050981042,-0.53935886411386,-0.477235446069692,-0.669102890033213,-0.583700727456698,0.942055295377001,-0.289968961259859,-0.33110208807465,0.469857457923582,0.361077169175883,0.330726647521785,-0.619209006560382,-0.589626260536505,-0.609978847422257,-0.133853625140848,0.255817062264839,-0.770653889741375,-0.0547677978760959,-0.659107516153532,-0.412382244151751,0.262347519530161,-0.344888191743511,0.519455772654305,-1.13755345598144,-1.24289729554084,-1.38626750251595,-0.779576615717838,-1.36227468829577
"181",0.70057754440353,1.17307595854605,-0.261458354916283,0.513476618102405,0.780156495280145,-0.566525281618823,-0.572911881808523,0.686692572745904,1.4347811840923,0.494970416538837,0.968743234098389,0.209007164824157,-0.0910055392272358,1.86467329414315,2.36404339696476,2.08750808234071,1.78735808652471,2.13722651745225,1.36092425416162,0.0987538861156598,1.83662986289976,0.867500897403193,0.823652150077454,0.61541782217543,0.72318696140976,0.644773343968131,0.917109151989593,0.453026970618777,-0.0563035219792631,0.8431791442307,0.727318965832778,0.532323206583106,0.00753724957266669,0.18188255013614,-0.180905188684493,0.718720812992028,1.69319939673423,1.51749641982178,-0.0416827846081359,0.897565817624354,0.557499965666386,0.696142224761066,-0.923379003863888,-1.111493749634,-1.08930784501562,-0.795617881400153,-0.996788371936898,0.277126142085606,1.09912874749343,-0.141806273836336,-0.816281785922948,-0.449570100614927,-0.699665989532326,-0.889596554325129,-1.50580673617788,-1.05845296098738,-0.28445992186992,-0.581370723340349,-0.0873918988851283,-0.27866077954096,-1.63141453603645,-0.767437902553671,-1.6992406391867,-1.56727309522336,-0.869352765022381,-1.39610875062888,-0.629689928260074,-1.44601855170254,-1.08491874986265,-1.14337849111453,0.532960660986413,-0.160631680006043,-0.579982467514983,-0.369917919184301,-0.637592258580607,-0.749613642001938,-0.18561795846597,-1.04410770527273,-0.858775324201793,0.231634084945209,0.378038041431759,-0.298245232815788,-0.449009555782593,0.0227621458034723,-1.07343606543085,0.906970787360084,0.947341446070555,1.1382713334779,0.754062660816651,-0.833187949118684,-0.564462929453431,-0.532463158615659,0.132674831871194,-0.851895478863973,-0.863326001545188,0.613479902918512,0.991214020553218,1.35114771171959,0.346263299300268,0.901374371094112,1.11486124102502,0.677578909684377,-0.173287410996334,-0.329206346159857,-0.58722090370817,-0.00993900043615585,-1.60642524375354,-1.67639530115391,-1.41573196250902,-1.9461951943397,-2.28203294422307,0.0329843037212754,-0.615119775078432,-0.620339221071451,-0.729458597991013,-0.399072481716547,-1.16649971685983,-0.293774481508917
"188",0.327449342718902,1.08594075902975,-0.0848042080479984,0.605520006918628,0.654403532200967,-0.13594330147438,-0.255279907156786,0.759805067103271,1.14607090387588,0.576191733200343,1.09103363554918,1.08805615240944,0.350440954181322,1.65647853262309,1.66929563562935,1.11986072736296,1.11756416488453,1.80738226062931,1.1960731815551,0.16536481774647,0.750985490051353,0.959686752287602,1.05702196694113,0.624301726840586,0.909286665034029,0.572963956444208,1.0445226692404,0.483578503961352,-0.456872907607578,0.510087480461005,0.0611588121677558,-0.313492044868616,-0.325607867661338,-0.00570274719839492,-0.582763199223821,0.375945634472506,1.14991262082273,1.45468287933434,0.322751266726239,1.10941450859727,0.821004049265837,0.652158478973682,-0.965051190232207,-1.44728270280829,-1.36533006573598,-0.680295813577791,-0.892013352472327,0.30376077510832,0.648927330518222,-0.581544655265966,-0.321487567801825,-0.699250020082003,-1.07236464638622,-0.864355131714834,-1.47098836045695,-0.891207519238309,-0.739558706720912,-1.40062360075983,-0.620994167549386,-0.456556246643597,-1.18789666598729,-0.377079536449463,-1.10984626917963,-1.0793721628233,-0.877031666465864,-1.38810565348714,-0.648742634903428,-0.78948446967953,-0.0982836845871721,-0.155659062776087,0.27042287900564,0.444673027621129,-0.524968543713325,-0.311804619444327,-0.195848198016439,-0.56107246731414,0.101324038213099,-0.899936076549641,-0.441992958696315,0.604607733487356,0.539349643614134,-0.192123314917472,-0.604237240174956,0.246862635723291,-0.631199320071141,0.892561845665548,0.912737817712334,1.0962635859555,0.921373220921819,-0.334137362299012,-0.48500032521994,-0.4648322187147,0.204838315819551,-0.484998477892823,-0.801368916214229,0.701182253220864,1.28383372910438,1.13440065924703,0.656561276169786,1.40202792585729,1.67155004156141,1.03854733032953,0.201448891582865,0.211297164169078,-0.135822606708881,0.0212030300181249,-0.384206132506147,-0.737972643985565,-0.188094662626805,-0.793232309544387,-1.26253215275047,0.422652428836851,-0.44005448796591,0.444448664705543,0.00142526901679553,0.355050693013565,-0.148005848186427,0.316679149100058
"189",0.34395909466184,1.17536688883269,1.25307299131235,0.344562369571043,-0.404522345452828,0.552481622978359,0.679019095153968,0.772159913283433,1.25715775085895,-0.692718003454688,-0.306512146814937,0.853577034322174,-0.828121282535569,-0.0639975871244112,-1.53303443844992,-2.69835588692592,-2.12742331925989,-1.333917324465,-0.00213229446610411,-1.7994091932927,-3.17573917118187,-0.787483327317263,-0.355743571210325,-0.934972846104469,-0.536099237150026,-1.62369962196449,-0.00994743671231164,-1.25453649936415,-0.634708163470113,0.79946713800374,-0.96849646029773,-1.39988868689794,-0.94904509094563,-0.805737645815513,0.874801823052153,0.117025952196535,-0.546643201072258,0.908986848731226,-0.39333484050201,0.392894384802536,0.634195867050723,0.483946004810417,-0.082318158781644,-0.452761125042305,-0.283701763979454,0.767238258234972,0.93469685473851,-0.955018530650178,-1.53618405111065,-0.535437007053051,0.570700682992614,-1.33226454900512,-1.63258426822211,-0.382290923772385,-1.88924004556094,-1.05419272784637,-1.26182101507312,-1.00000831524915,-1.63821271912744,-0.408320669350308,-0.96871557173924,0.646027202209677,0.409572346884659,-0.189564561950465,-0.483322523438792,0.446981479926103,-0.355366581545881,-0.283738208343507,1.14509343389617,0.212242947191606,-0.742727421894769,1.75264802958008,1.34433277173367,1.38225560582566,0.967361908772898,0.972708886140696,1.02242974933248,0.664906489707708,1.32574926590974,-0.152668185755124,0.691917428538754,-0.350826591589883,-0.505637713754565,-0.596206610494623,0.44763412020993,-0.827576146497508,0.319718238243483,-1.16380178845719,-0.159758291166649,0.475818162053445,0.407447390968052,1.67035963169215,0.532748077836501,1.5452947980354,1.16759985819083,-1.25105687495492,0.0588320008187552,0.57263542037534,0.430581402725005,0.749631068968672,0.844876498164484,1.30183666281442,1.45961312086893,1.94049820405669,1.5883978133406,0.38517912930128,2.84484663048001,1.59673354153518,1.84300695833176,2.01046512145778,0.912110543314412,0.587817674014834,-0.416038040573119,1.09712406473096,-0.258181005912604,0.539952237433956,0.398313236162788,1.29806818958255
"191",0.104168090503113,0.892836648668548,-0.999669987808941,-1.05172579463665,0.198243329402214,-0.0257145040180363,0.608968457852759,0.609644635389262,-0.475467999143963,-0.424298039403366,-0.491302797579729,0.622683639323281,-0.432348123480891,0.508641472465451,0.447017446485121,-0.195378404862977,-0.279639131007496,0.7742510117917,0.352059591366811,-0.258888817135143,-0.747617249384767,-0.620701180956049,-0.317427576905291,0.738149189399229,0.973762966841376,0.501974477349486,0.243914433993087,-0.877779908372253,-0.354638153030923,0.702178614200318,-0.0842565037243932,-0.500381322796767,-0.312601588982138,0.0519000454323062,0.441044537479094,1.13276068476981,0.661487427696746,1.11531832974291,0.402188099304641,0.768073371260051,0.690487209058006,0.213806086958212,-0.267468739138747,-0.529911177448854,-0.849186969893041,0.593207648790695,0.604858999223998,-0.974575390816495,-1.14908523161824,0.0389523691679621,-0.759104361400304,-1.41717457702679,-1.35081697352887,-0.785671261402386,-1.7131029959996,-0.331860951233368,-0.58802822091553,-0.611107736924238,-1.17839343893465,-0.725096210809721,-0.267056293124786,-0.138978686989234,-0.684249110899741,-0.610626109596024,-0.304088440013961,-0.361176992897272,-0.0200164078890049,-0.091882306267967,0.179740949960806,0.512006441435771,-0.00799998950037667,0.402582702953237,0.531151332711822,1.23391516217018,0.891888432522652,0.567215232780608,0.916781974967233,0.485929447452316,1.18992106833929,0.68768622611525,0.0156061983419922,0.98166825706326,-0.840834545395272,-0.40937070865751,-0.143141668387679,-0.333801294103885,0.433956884323689,0.905476843529497,-1.29204414969005,-1.17843336631058,-0.171802520077895,-0.606085749222949,-0.788170794585597,0.186565410287161,-0.865226918673729,-0.433880919009921,-0.0382088493025231,-0.155201200580685,0.131686444744029,1.57206174977382,1.73684095327355,0.961437287388737,0.584528267493942,0.866592668634113,-0.364789441067181,0.404383665294595,0.283227018821855,0.577961404035159,0.877159247852521,0.260985500124795,0.0521474431620133,0.056270763154677,-0.501600137870319,-0.880922819824478,-0.594614327007909,-0.0703977495797882,0.440626065617725,-0.084139255905254
"192",0.343796132318249,-0.155696006364997,-1.01230676486987,-1.04993286064763,0.052628897407039,-0.0807277717049022,0.455729664437772,-0.03093754511217,-0.169570526111019,-0.604776825579068,-0.438518511263516,0.0062640901102589,0.370343479306524,0.0250135143776744,-0.175247149148798,0.0234911480180979,-0.46258349896345,-0.497161183636799,-0.442094961115119,-0.319708031069148,0.206590166777733,-0.793453223102256,-0.432408363830093,0.690068307898936,0.559613124484541,0.471319003951844,-1.00002809004581,-1.11769934024848,0.515295969655986,0.747830252517923,0.00455692569383714,-0.236819693806427,-0.375810279735771,-0.827675806189639,-1.12690425320188,-1.23652969596293,-0.422355831173273,-0.21183186948863,-0.900993407629045,-1.00373880700401,-0.706013146699091,0.344634998523882,1.0018037301358,0.317718495074106,0.994506024089331,0.65499293706327,0.495201016356134,0.291060089581118,0.078143856651643,0.890208588999697,0.237382812125624,0.749734199927068,-0.155704481424998,0.158991725662141,-0.0217217192674022,-0.362913014903694,0.250883313976936,0.630105619101709,0.556556514429722,0.764128680425672,0.159996547841819,0.569442611709969,0.374276617476401,0.460990132425091,-0.266684517649935,-0.165416750986683,-0.169599342672014,-0.152463107192641,-0.763607322807001,-0.0180754238211886,0.40092592384247,0.116065619444995,0.800742928229651,1.12302132771188,0.663151795615165,0.527377497308006,0.112059561215341,0.430322121695348,0.0997852273719625,-0.87646608931113,-0.725601550703944,0.80571635213763,-0.0930350891133023,-0.725358945443124,-0.419715373310797,-0.283945333493576,0.484151254957807,0.777529611968108,-1.57387993896075,-1.41445839130704,-0.730494543316333,-0.76191620436701,-1.35650378469068,-0.528863551377802,-1.05743673894508,-0.378107577518493,-0.710498442849638,-0.575742190651133,0.164888827108977,0.052775344506976,-0.0826778194230312,-0.269902578689351,-0.330454083032855,-0.375584326628689,-0.0561403603876832,0.409764366927059,-0.592834352460198,-0.0484392311341072,-0.323182942084878,-0.40814503588998,-0.00932840021314629,-1.25904104603661,-1.05393963177935,0.163713262395253,-0.42201826944264,-0.509656931266135,-0.321988164862489,-0.310544402316452
"193",0.301798388131496,0.595947208357582,0.455637263139758,0.611848645637647,0.105708158527215,0.803545706412944,0.165898428848458,0.656371257404851,0.577217193684241,0.737306986517745,-0.530274933483907,-0.342221377627826,-0.538635088419794,1.32188985410067,0.644405054556689,0.717525465844578,1.04985692462514,0.985087576503953,0.611708190628327,0.648390952994552,0.517339796589649,0.845883514113006,0.986379509459936,0.689640845430453,0.909254457071087,0.490014897175319,0.240698105409383,0.457318048722287,-1.04936191942581,-0.666436265572794,-0.950156091261197,-1.51950081636417,-0.907423881680261,-1.29736758289999,-1.33389487297308,-1.01734842511477,-0.500648588023981,-0.1224663896806,-0.931065928886375,-0.380686523639082,-0.0530243332698373,-1.02613724276692,-0.959009471526979,-1.26090537277043,-0.416201044316059,-0.748909839483702,-0.793909741164527,0.913087113868412,0.886888806161615,0.0470379190118949,0.668080232351062,0.286888346472923,0.823048865668033,0.0341485528423127,-1.06800378894,-0.662921805301723,-0.772256903442833,-0.841212931842336,-0.140774581746822,0.0100107142386459,-0.822676307904058,0.0307918349234539,-0.258621830652255,-0.36935432306906,1.06480863834913,0.522279967731474,0.932962453961049,-0.054833677140607,0.445235088470075,0.703953611966096,0.469654655235059,0.329235520800356,-0.200030401640677,-0.21441483408295,0.596239347307689,-0.585854582300286,-0.0882761943823696,0.581083476834936,0.500488337305333,-0.0868158468991888,0.00994222781420451,-0.334094420518948,-0.500839283756518,0.367273632118427,-0.405026646363304,-1.00530330974874,-0.58527496298691,-0.576878164543453,0.638128691791783,0.395066209134495,-0.324566275797889,-0.290053856653966,-0.222693989823444,-0.554069836611709,-0.765483203979122,1.42330418117372,1.40186094205607,1.08666924198188,0.380845145096464,0.761755360485506,0.867881101891911,0.519513549470054,0.0467088406861972,0.515756975637271,0.651272802490084,0.585199773210357,-0.51759524611749,-0.35262899418904,-0.174860431459028,-0.663555979026476,-0.79561445480389,0.71064900845277,1.20081109505796,0.679169120935982,-0.0470422311104915,0.402447389085217,0.195249112356524,0.596374017859154
"194",0.116496373469968,0.499637327343477,0.549004135962703,0.593449951891337,0.403404618112692,0.160228796027814,0.619307046644744,0.78441457797799,0.142348039934427,0.746053630841112,1.07430613493478,1.98372156958051,1.57319343250116,0.0177641429235106,0.156728849157261,-0.249276645183202,0.293606426944046,0.44928490873474,0.305553316932544,0.409567853965394,-0.193026973208798,-0.56529186464283,-0.479583935003385,-1.02637125164296,-0.495325007513661,0.532389715252635,0.804104463669907,0.551916415947602,-0.228570496441632,0.213675923139172,0.221147266358382,0.249089426493761,0.0170592475426668,0.350779812252288,0.330617253005626,0.396945152038212,0.557754157583618,0.589882936342311,0.792277239703758,0.927060072166053,0.598755188047427,0.558000803600683,-1.0862758503203,0.275023594206077,-0.154295295908749,0.717947669550968,0.548634073925242,0.572326091346246,0.00903382050915836,-1.11738588288013,0.269398006110247,-0.107637774603671,-0.0670218890645806,-0.273954113512599,-0.135722678260774,0.756025326530643,-0.417185134059394,-1.02086434400108,-0.632922814508079,-0.602273428033917,-0.312607259214529,-0.422283898148354,-0.348009924162387,-0.666070846718617,0.9317008790483,0.459409991153065,-0.460884813079858,-0.398820093613232,0.134275011407801,-0.754677796475304,-0.710465353714262,-0.261775831047118,-0.68136856114125,-0.446858351993265,-0.646528192664694,-0.552294569794866,-0.241253718486642,-0.903516687194276,-0.399726127167793,0.45766558216667,0.143723789458613,-0.319569676546983,-0.641158685162477,-0.229975211238592,-0.290253084554482,0.447197995553449,-0.866015679179594,-0.395196642834878,0.861305770355218,0.105375521140977,1.03658939993325,0.673531540642076,0.635380505553342,0.53339296654135,0.732863700123773,0.432048824073933,0.741590641053724,0.370714910214451,0.615655035703136,0.332027611201364,0.11934765668646,0.536422879597215,0.335531047718579,0.480560568059508,0.269737497803976,-0.211389757046965,0.46914771911016,0.0572184233548968,0.399199612603683,0.293982194177505,0.0733158591603434,0.917186813604551,-0.0911530488868951,1.16903668066024,0.236920693734041,0.773303816545305,0.31065374926393,0.685442827066588
